Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Commander Legends: Battle for Baldur's Gate,2022-06-10,Orzhov Basilica,23,906,,Land,uncommon,0.13
Media Inserts,2022-06-24,Wild Growth,11,47,{G},Enchantment — Aura,rare,
Alchemy Horizons: Baldur's Gate,2022-07-07,Sword Coast Serpent // Capsizing Wave,7,134,{5}{U}{U} // {1}{U},Creature — Serpent Dragon // Instant — Adventure,uncommon,
Alchemy Horizons: Baldur's Gate,2022-07-07,Owlbear,18,218,{3}{G}{G},Creature — Bird Bear,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Krydle of Baldur's Gate,2,239,{U}{B},Legendary Creature — Human Elf Rogue,uncommon,
Alchemy Horizons: Baldur's Gate,2022-07-07,Bag of Holding,1,252,{1},Artifact,uncommon,
Double Masters 2022,2022-07-08,Flickerwisp,5,11,{1}{W}{W},Creature — Elemental,uncommon,0.16
Double Masters 2022,2022-07-08,Mulldrifter,29,60,{4}{U},Creature — Elemental,uncommon,0.36
Double Masters 2022,2022-07-08,Thought Scour,4,65,{U},Instant,common,0.30
Double Masters 2022,2022-07-08,Unearth,23,96,{B},Sorcery,common,0.22
Double Masters 2022,2022-07-08,Monastery Swiftspear,21,119,{R},Creature — Human Monk,common,0.39
Double Masters 2022,2022-07-08,Gnarlback Rhino,5,148,{2}{G}{G},Creature — Rhino,common,0.03
Double Masters 2022,2022-07-08,Rancor,28,156,{G},Enchantment — Aura,uncommon,0.69
Double Masters 2022,2022-07-08,Burning-Tree Emissary,23,189,{R/G}{R/G},Creature — Human Shaman,common,0.11
Double Masters 2022,2022-07-08,Qasali Pridemage,19,267,{G}{W},Creature — Cat Wizard,common,0.11
Double Masters 2022,2022-07-08,River Hoopoe,2,269,{G}{U},Creature — Bird,uncommon,0.03
Double Masters 2022,2022-07-08,Azorius Chancery,23,318,,Land,uncommon,0.19
Double Masters 2022,2022-07-08,Boros Garrison,23,319,,Land,uncommon,0.16
Double Masters 2022,2022-07-08,Dimir Aqueduct,24,322,,Land,uncommon,0.23
Double Masters 2022,2022-07-08,Golgari Rot Farm,23,324,,Land,uncommon,0.31
Double Masters 2022,2022-07-08,Gruul Turf,23,325,,Land,uncommon,0.29
Double Masters 2022,2022-07-08,Izzet Boilerworks,27,326,,Land,uncommon,0.27
Double Masters 2022,2022-07-08,Orzhov Basilica,23,327,,Land,uncommon,0.17
Double Masters 2022,2022-07-08,Rakdos Carnarium,23,329,,Land,uncommon,0.24
Double Masters 2022,2022-07-08,Selesnya Sanctuary,23,330,,Land,uncommon,0.27
Double Masters 2022,2022-07-08,Simic Growth Chamber,23,331,,Land,uncommon,0.36
Magic Online Promos,2022-07-09,Flickerwisp,5,102221,{1}{W}{W},Creature — Elemental,uncommon,
Magic Online Promos,2022-07-09,Thought Scour,4,102231,{U},Instant,common,
Magic Online Promos,2022-07-09,Mulldrifter,29,102235,{4}{U},Creature — Elemental,uncommon,
Magic Online Promos,2022-07-09,Unearth,23,102243,{B},Sorcery,common,
Magic Online Promos,2022-07-09,Monastery Swiftspear,21,102257,{R},Creature — Human Monk,common,
Magic Online Promos,2022-07-09,Burning-Tree Emissary,23,102285,{R/G}{R/G},Creature — Human Shaman,common,
Magic Online Promos,2022-07-09,Qasali Pridemage,19,102287,{G}{W},Creature — Cat Wizard,common,
Magic Online Promos,2022-07-09,Azorius Chancery,23,102351,,Land,uncommon,
Magic Online Promos,2022-07-09,Dimir Aqueduct,24,102353,,Land,uncommon,
Magic Online Promos,2022-07-09,Rakdos Carnarium,23,102355,,Land,uncommon,
Magic Online Promos,2022-07-09,Gruul Turf,23,102357,,Land,uncommon,
Magic Online Promos,2022-07-09,Selesnya Sanctuary,23,102359,,Land,uncommon,
Magic Online Promos,2022-07-09,Orzhov Basilica,23,102361,,Land,uncommon,
Magic Online Promos,2022-07-09,Golgari Rot Farm,23,102363,,Land,uncommon,
Magic Online Promos,2022-07-09,Simic Growth Chamber,23,102365,,Land,uncommon,
Magic Online Promos,2022-07-09,Izzet Boilerworks,27,102367,,Land,uncommon,
Magic Online Promos,2022-07-09,Boros Garrison,23,102369,,Land,uncommon,
Historic Anthology 6,2022-07-28,Rustvale Bridge,6,16,,Artifact Land,common,
Historic Anthology 6,2022-07-28,Thornglint Bridge,7,20,,Artifact Land,common,
Summer Vacation Promos 2022,2022-08-01,Ephemerate,30,1,{W},Instant,rare,
Dominaria United Commander,2022-09-09,General Marhault Elsdragon,3,31,{2}{R}{G},Legendary Creature — Elf Warrior,uncommon,0.09
Dominaria United Art Series,2022-09-09,Twinferno // Twinferno,3,39,,Card // Card,common,
Dominaria United,2022-09-09,Shore Up,4,64,{U},Instant,common,0.09
Dominaria United,2022-09-09,Knight of Dusk's Shadow,3,96,{1}{B},Creature — Human Knight,uncommon,0.09
Dominaria United,2022-09-09,Urborg Repossession,7,114,{B},Sorcery,common,0.04
Dominaria United Commander,2022-09-09,Night's Whisper,18,115,{1}{B},Sorcery,common,1.14
Dominaria United Commander,2022-09-09,Faithless Looting,23,122,{R},Sorcery,common,0.34
Dominaria United,2022-09-09,Lightning Strike,18,137,{1}{R},Instant,common,0.07
Dominaria United,2022-09-09,Twinferno,3,149,{1}{R},Instant,uncommon,0.08
Dominaria United,2022-09-09,Tail Swipe,4,182,{G},Instant,uncommon,0.14
Dominaria United Commander,2022-09-09,Boros Garrison,23,200,,Land,uncommon,0.12
Dominaria United Commander,2022-09-09,Orzhov Basilica,23,224,,Land,uncommon,0.03
Dominaria United Commander,2022-09-09,Rakdos Carnarium,23,226,,Land,uncommon,0.21
Warhammer 40,000 Commander,2022-10-07,Grey Knight Paragon,1,13,{4}{W},Creature — Astartes Knight,uncommon,0.14
Warhammer 40,000 Commander,2022-10-07,Genestealer Locus,1,21,{3}{U},Creature — Tyranid Human,uncommon,0.05
Warhammer 40,000 Commander,2022-10-07,Hexmark Destroyer,1,36,{4}{B}{B},Artifact Creature — Necron,uncommon,0.10
Warhammer 40,000 Commander,2022-10-07,Triarch Praetorian,5,66,{1}{B},Artifact Creature — Necron,uncommon,0.22
Warhammer 40,000 Commander,2022-10-07,Cranial Plating,9,236,{2},Artifact — Equipment,uncommon,0.25
Warhammer 40,000 Commander,2022-10-07,Mind Stone,23,244,{2},Artifact,uncommon,0.22
Warhammer 40,000 Commander,2022-10-07,Scoured Barrens,11,293,,Land,common,0.14
Warhammer 40,000 Commander,2022-10-07,Swiftwater Cliffs,10,296,,Land,common,0.09
Warhammer 40,000 Commander,2022-10-07,Thornwood Falls,9,302,,Land,common,0.07
Game Night: Free-for-All,2022-10-14,Fact or Fiction,5,27,{3}{U},Instant,uncommon,0.12
Game Night: Free-for-All,2022-10-14,Ravenous Chupacabra,6,59,{2}{B}{B},Creature — Beast Horror,uncommon,0.28
Game Night: Free-for-All,2022-10-14,Reassembling Skeleton,3,60,{1}{B},Creature — Skeleton Warrior,uncommon,0.22
Game Night: Free-for-All,2022-10-14,Vow of Torment,2,65,{2}{B},Enchantment — Aura,uncommon,0.10
Game Night: Free-for-All,2022-10-14,Llanowar Elves,28,101,{G},Creature — Elf Druid,common,0.32
Game Night: Free-for-All,2022-10-14,Colossus Hammer,1,115,{1},Artifact — Equipment,uncommon,2.87
The Brothers' War,2022-11-18,Loran's Escape,1,14,{W},Instant,common,0.26
The Brothers' War Commander,2022-11-18,Fact or Fiction,5,84,{3}{U},Instant,uncommon,0.13
The Brothers' War,2022-11-18,Battlefield Butcher,1,86,{2}{B},Creature — Human Soldier,uncommon,0.03
The Brothers' War,2022-11-18,Gruesome Realization,2,103,{1}{B}{B},Sorcery,uncommon,0.03
The Brothers' War Commander,2022-11-18,Feed the Swarm,13,106,{1}{B},Sorcery,common,0.44
The Brothers' War Commander,2022-11-18,Faithless Looting,23,116,{R},Sorcery,common,0.23
The Brothers' War,2022-11-18,Bitter Reunion,10,127,{1}{R},Enchantment,common,0.47
The Brothers' War,2022-11-18,Giant Cindermaw,1,136,{2}{R},Creature — Dinosaur Beast,uncommon,0.05
The Brothers' War Commander,2022-11-18,Cranial Plating,9,136,{2},Artifact — Equipment,uncommon,0.20
The Brothers' War,2022-11-18,Monastery Swiftspear,21,144,{R},Creature — Human Monk,uncommon,0.23
The Brothers' War Commander,2022-11-18,Mind Stone,23,148,{2},Artifact,uncommon,0.23
The Brothers' War Commander,2022-11-18,Azorius Chancery,23,175,,Land,uncommon,0.11
The Brothers' War Commander,2022-11-18,Dimir Aqueduct,24,182,,Land,uncommon,0.15
The Brothers' War Commander,2022-11-18,Izzet Boilerworks,27,188,,Land,uncommon,0.20
The Brothers' War Commander,2022-11-18,Orzhov Basilica,23,191,,Land,uncommon,0.12
The Brothers' War Commander,2022-11-18,Rakdos Carnarium,23,194,,Land,uncommon,0.19
The Brothers' War,2022-11-18,Hero of the Dunes,1,213,{3}{W}{B},Creature — Human Soldier,uncommon,0.02
The Brothers' War,2022-11-18,Thran Power Suit,1,253,{2},Artifact — Equipment,uncommon,0.26
30th Anniversary Edition,2022-11-28,Llanowar Elves,28,206,{G},Creature — Elf Druid,common,6.32
30th Anniversary Edition,2022-11-28,Wild Growth,11,225,{G},Enchantment — Aura,common,5.36
Secret Lair Drop,2022-11-28,Loxodon Warhammer,3,1034,{3},Artifact — Equipment,rare,5.31
Secret Lair Drop,2022-11-28,Fling,6,1038,{1}{R},Instant,rare,4.11
Starter Commander Decks,2022-12-02,Crush Contraband,1,16,{3}{W},Instant,uncommon,0.17
Jumpstart 2022,2022-12-02,Spectral Sailor,4,64,{U},Creature — Spirit Pirate,uncommon,2.03
Starter Commander Decks,2022-12-02,Feed the Swarm,13,77,{1}{B},Sorcery,common,0.37
Jumpstart 2022,2022-12-02,Thermo-Alchemist,20,83,{1}{R},Creature — Human Shaman,common,0.13
Jumpstart 2022,2022-12-02,Thrashing Brontodon,5,92,{1}{G}{G},Creature — Dinosaur,uncommon,0.17
Starter Commander Decks,2022-12-02,Murder,8,93,{1}{B}{B},Instant,common,0.06
Starter Commander Decks,2022-12-02,Vampire Nighthawk,3,115,{1}{B}{B},Creature — Vampire Shaman,uncommon,0.18
Jumpstart 2022,2022-12-02,Reassembling Skeleton,3,125,{1}{B},Creature — Skeleton Warrior,uncommon,0.53
Jumpstart 2022,2022-12-02,Alseid of Life's Bounty,2,143,{W},Enchantment Creature — Nymph,uncommon,0.26
Starter Commander Decks,2022-12-02,Guttersnipe,12,145,{2}{R},Creature — Goblin Shaman,uncommon,0.20
Starter Commander Decks,2022-12-02,Thermo-Alchemist,20,162,{1}{R},Creature — Human Shaman,common,0.16
Starter Commander Decks,2022-12-02,Blossoming Defense,3,173,{G},Instant,uncommon,0.31
Starter Commander Decks,2022-12-02,Empyrean Eagle,4,226,{1}{W}{U},Creature — Bird Spirit,uncommon,0.18
Jumpstart 2022,2022-12-02,Spirited Companion,15,248,{1}{W},Enchantment Creature — Dog,common,0.24
Jumpstart 2022,2022-12-02,Hieroglyphic Illumination,7,307,{3}{U},Instant,common,0.11
Jumpstart 2022,2022-12-02,Syr Konrad. the Grim,4,474,{3}{B}{B},Legendary Creature — Human Knight,uncommon,2.18
Jumpstart 2022,2022-12-02,Firebolt,23,532,{R},Sorcery,common,0.08
Jumpstart 2022,2022-12-02,Goldhound,10,549,{R},Artifact Creature — Treasure Dog,common,0.09
Jumpstart 2022,2022-12-02,Raze the Effigy,1,586,{R},Instant,common,0.15
Jumpstart 2022,2022-12-02,Goreclaw. Terror of Qal Sisma,3,668,{3}{G},Legendary Creature — Bear,rare,0.98
Jumpstart 2022,2022-12-02,Kraul Harpooner,4,683,{1}{G},Creature — Insect Warrior,uncommon,0.09
Jumpstart 2022,2022-12-02,Bag of Holding,1,756,{1},Artifact,rare,0.13
Jumpstart 2022,2022-12-02,Circuit Mender,5,760,{3},Artifact Creature — Insect,uncommon,0.23
Jumpstart 2022,2022-12-02,Loxodon Warhammer,3,784,{3},Artifact — Equipment,rare,0.28
Jumpstart 2022,2022-12-02,Thriving Bluff,23,822,,Land,common,0.11
Jumpstart 2022,2022-12-02,Thriving Grove,23,823,,Land,common,0.05
Jumpstart 2022,2022-12-02,Thriving Heath,23,824,,Land,common,0.05
Jumpstart 2022,2022-12-02,Thriving Isle,23,825,,Land,common,0.05
Jumpstart 2022,2022-12-02,Thriving Moor,23,826,,Land,common,0.08
Secret Lair Drop,2022-12-02,Llanowar Elves,28,1129,{G},Creature — Elf Druid,rare,6.74
Secret Lair Drop,2022-12-05,Lightning Strike,18,724,{1}{R},Instant,rare,5.81
Explorer Anthology 2,2022-12-13,Satyr Wayfinder,8,17,{1}{G},Creature — Satyr,common,
Dominaria Remastered,2023-01-13,Fact or Fiction,5,48,{3}{U},Instant,uncommon,0.12
Dominaria Remastered,2023-01-13,Wild Growth,11,184,{G},Enchantment — Aura,common,0.19
Dominaria Remastered,2023-01-13,Mind Stone,23,232,{2},Artifact,common,0.17
Phyrexia: All Will Be One,2023-02-03,Against All Odds,2,1,{3}{W},Sorcery,uncommon,0.05
Phyrexia: All Will Be One Art Series,2023-02-03,Against All Odds // Against All Odds,2,1,,Card // Card,common,
Phyrexia: All Will Be One,2023-02-03,Swooping Lookout,1,35,{W},Artifact Creature — Phyrexian Construct,uncommon,0.03
Phyrexia: All Will Be One Commander,2023-02-03,Night's Whisper,18,94,{1}{B},Sorcery,common,1.26
Phyrexia: All Will Be One,2023-02-03,Bladegraft Aspirant,2,122,{2}{R},Creature — Phyrexian Warrior,common,0.03
Phyrexia: All Will Be One Commander,2023-02-03,Loxodon Warhammer,3,135,{3},Artifact — Equipment,rare,0.30
Phyrexia: All Will Be One Commander,2023-02-03,Mind Stone,23,137,{2},Artifact,uncommon,0.21
Phyrexia: All Will Be One Commander,2023-02-03,Boros Garrison,23,146,,Land,uncommon,0.14
Phyrexia: All Will Be One,2023-02-03,Dross Skullbomb,2,225,{1},Artifact,common,0.02
30th Anniversary History Promos,2023-03-21,Llanowar Elves,28,5,{G},Creature — Elf Druid,rare,
Shadows over Innistrad Remastered,2023-03-21,Blessed Alliance,3,14,{1}{W},Instant,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Gryff's Boon,3,31,{W},Enchantment — Aura,uncommon,
Shadows of the Past,2023-03-21,Faithless Looting,23,40,{R},Sorcery,common,
Shadows over Innistrad Remastered,2023-03-21,Borrowed Hostility,2,146,{R},Instant,common,
Shadows over Innistrad Remastered,2023-03-21,Thermo-Alchemist,20,180,{1}{R},Creature — Human Shaman,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Noose Constrictor,4,206,{1}{G},Creature — Snake,uncommon,
Secret Lair Drop,2023-04-14,Goreclaw. Terror of Qal Sisma,3,1229,{3}{G},Legendary Creature — Bear,rare,5.92
March of the Machine,2023-04-21,Kor Halberd,3,27,{W},Artifact — Equipment,common,0.04
Multiverse Legends,2023-04-21,Goreclaw. Terror of Qal Sisma,3,27,{3}{G},Legendary Creature — Bear,rare,0.56
March of the Machine,2023-04-21,Seal from Existence,2,35,{1}{W}{W},Enchantment,uncommon,0.17
March of the Machine,2023-04-21,Ephara's Dispersal,5,55,{2}{U},Instant,common,0.03
March of the Machine,2023-04-21,Bladed Battle-Fan,1,91,{1}{B},Artifact — Equipment,common,0.03
March of the Machine,2023-04-21,Mirran Banesplitter,2,154,{R},Artifact — Equipment,common,0.03
March of the Machine Commander,2023-04-21,Spirited Companion,15,208,{1}{W},Enchantment Creature — Dog,common,0.23
March of the Machine,2023-04-21,Halo Forager,4,227,{1}{U}{B},Creature — Faerie Rogue,uncommon,0.15
March of the Machine Commander,2023-04-21,Night's Whisper,18,259,{1}{B},Sorcery,common,1.10
March of the Machine Commander,2023-04-21,Syr Konrad. the Grim,4,269,{3}{B}{B},Legendary Creature — Human Knight,uncommon,1.50
March of the Machine,2023-04-21,Jungle Hollow,9,270,,Land,common,0.12
March of the Machine,2023-04-21,Scoured Barrens,11,272,,Land,common,0.11
March of the Machine,2023-04-21,Swiftwater Cliffs,10,273,,Land,common,0.07
March of the Machine,2023-04-21,Thornwood Falls,9,274,,Land,common,0.05
March of the Machine Commander,2023-04-21,Mind Stone,23,364,{2},Artifact,uncommon,0.17
March of the Machine Commander,2023-04-21,Simic Growth Chamber,23,424,,Land,common,0.20
March of the Machine Commander,2023-04-21,Thriving Heath,23,440,,Land,common,0.13
March of the Machine Commander,2023-04-21,Thriving Isle,23,441,,Land,common,0.12
March of the Machine Commander,2023-04-21,Thriving Moor,23,442,,Land,common,0.11
Tales of Middle-earth Art Series,2023-06-23,Boon of the Wish-Giver // Boon of the Wish-Giver,1,69,,Card // Card,common,
Tales of Middle-earth Commander,2023-06-23,Boon of the Wish-Giver,1,185,{4}{U}{U},Sorcery,uncommon,0.09
Tales of Middle-earth Commander,2023-06-23,Consider,19,187,{U},Instant,common,4.07
Tales of Middle-earth Commander,2023-06-23,Fact or Fiction,5,190,{3}{U},Instant,uncommon,0.14
Tales of Middle-earth Commander,2023-06-23,Feed the Swarm,13,200,{1}{B},Sorcery,common,0.23
Tales of Middle-earth Commander,2023-06-23,Night's Whisper,18,205,{1}{B},Sorcery,common,1.84
Tales of Middle-earth Commander,2023-06-23,Faithless Looting,23,215,{R},Sorcery,common,0.43
Tales of Middle-earth Commander,2023-06-23,Frontier Warmonger,3,217,{3}{R},Creature — Human Warrior,rare,0.14
Tales of Middle-earth Commander,2023-06-23,Guttersnipe,12,220,{2}{R},Creature — Goblin Shaman,uncommon,0.19
Tales of Middle-earth Commander,2023-06-23,Mind Stone,23,282,{2},Artifact,uncommon,0.26
Tales of Middle-earth Commander,2023-06-23,Scoured Barrens,11,329,,Land,common,0.13
Tales of Middle-earth Commander,2023-06-23,Thornwood Falls,9,338,,Land,common,0.08
The List,2023-06-23,All That Glitters,3,1090,{1}{W},Enchantment — Aura,uncommon,0.59
The List,2023-06-23,Empyrean Eagle,4,1146,{1}{W}{U},Creature — Bird Spirit,uncommon,0.17
Historic Anthology 7,2023-07-18,Unearth,23,8,{B},Sorcery,common,
Commander Masters,2023-08-04,All That Glitters,3,9,{1}{W},Enchantment — Aura,common,0.35
Media Inserts,2023-08-04,Gingerbrute,25,53,{1},Artifact Creature — Food Golem,rare,
Commander Masters,2023-08-04,Fact or Fiction,5,91,{3}{U},Instant,uncommon,0.12
Commander Masters,2023-08-04,Looter il-Kor,20,102,{1}{U},Creature — Kor Rogue,common,0.07
Commander Masters,2023-08-04,Feed the Swarm,13,159,{1}{B},Sorcery,common,0.19
Commander Masters,2023-08-04,Reassembling Skeleton,3,183,{1}{B},Creature — Skeleton Warrior,uncommon,0.13
Commander Masters,2023-08-04,Champion of the Flame,5,210,{1}{R},Creature — Human Warrior,common,0.04
Commander Masters,2023-08-04,Faithless Looting,23,220,{R},Sorcery,common,0.19
Commander Masters,2023-08-04,Fists of Flame,3,223,{1}{R},Instant,common,0.11
Commander Masters,2023-08-04,Frontier Warmonger,3,224,{3}{R},Creature — Human Warrior,uncommon,0.09
Commander Masters,2023-08-04,Guttersnipe,12,229,{2}{R},Creature — Goblin Shaman,common,0.13
Commander Masters,2023-08-04,Goreclaw. Terror of Qal Sisma,3,293,{3}{G},Legendary Creature — Bear,uncommon,0.26
Commander Masters,2023-08-04,Rampaging Brontodon,1,315,{5}{G}{G},Creature — Dinosaur,uncommon,0.19
Commander Masters,2023-08-04,Akiri. Fearless Voyager,4,335,{1}{R}{W},Legendary Creature — Kor Warrior,uncommon,0.13
Commander Masters,2023-08-04,Thriving Bluff,23,429,,Land,common,0.08
Commander Masters,2023-08-04,Thriving Grove,23,430,,Land,common,0.09
Commander Masters,2023-08-04,Thriving Heath,23,431,,Land,common,0.05
Commander Masters,2023-08-04,Thriving Isle,23,432,,Land,common,0.09
Commander Masters,2023-08-04,Thriving Moor,23,433,,Land,common,0.10
Commander Masters,2023-08-04,Spirited Companion,15,838,{1}{W},Enchantment Creature — Dog,common,0.20
Commander Masters,2023-08-04,Satyr Enchanter,3,936,{1}{G}{W},Creature — Satyr Druid,uncommon,0.41
Commander Masters,2023-08-04,Mind Stone,23,961,{2},Artifact,common,0.21
Commander Masters,2023-08-04,Golgari Rot Farm,23,1001,,Land,common,0.24
Commander Masters,2023-08-04,Orzhov Basilica,23,1018,,Land,uncommon,0.16
Commander Masters,2023-08-04,Selesnya Sanctuary,23,1031,,Land,common,0.18
The List,2023-08-04,Bruenor Battlehammer,2,1223,{2}{R}{W},Legendary Creature — Dwarf Warrior,uncommon,0.31
Angels: They're Just Like Us but Cooler and with Wings,2023-08-14,Mind Stone,23,41,{2},Artifact,common,0.63
Secret Lair Drop,2023-08-29,Syr Konrad. the Grim,4,1297,{3}{B}{B},Legendary Creature — Human Knight,rare,17.20
Secret Lair Drop,2023-08-29,Reassembling Skeleton,3,1406,{1}{B},Creature — Skeleton Warrior,rare,8.03
Resale Promos,2023-09-01,Llanowar Elves,28,1,{G},Creature — Elf Druid,rare,
Wilds of Eldraine,2023-09-08,Moment of Valor,2,20,{2}{W},Instant,common,0.01
Wilds of Eldraine,2023-09-08,Bitter Chill,3,44,{1}{U},Enchantment — Aura,uncommon,0.04
Wilds of Eldraine,2023-09-08,Picklock Prankster // Free the Fae,3,64,{1}{U} // {1}{U},Creature — Faerie Rogue // Instant — Adventure,uncommon,0.08
Wilds of Eldraine Commander,2023-09-08,Consider,19,87,{U},Instant,common,0.39
Wilds of Eldraine,2023-09-08,Faerie Dreamthief,5,89,{B},Creature — Faerie Warlock,uncommon,0.08
Wilds of Eldraine Commander,2023-09-08,Fact or Fiction,5,90,{3}{U},Instant,uncommon,0.13
Wilds of Eldraine Commander,2023-09-08,Snake Umbra,5,133,{2}{G},Enchantment — Aura,uncommon,0.13
Wilds of Eldraine,2023-09-08,Hearth Elemental // Stoke Genius,5,136,{5}{R} // {1}{R},Creature — Elemental // Sorcery — Adventure,uncommon,0.09
Wilds of Eldraine Commander,2023-09-08,Warbriar Blessing,6,137,{1}{G},Enchantment — Aura,common,0.22
Wilds of Eldraine Commander,2023-09-08,Halo Forager,4,139,{1}{U}{B},Creature — Faerie Rogue,uncommon,0.12
Wilds of Eldraine Commander,2023-09-08,Mind Stone,23,148,{2},Artifact,common,0.17
Wilds of Eldraine,2023-09-08,Two-Headed Hunter // Twice the Rage,1,155,{4}{R} // {1}{R},Creature — Giant // Instant — Adventure,uncommon,0.04
Wilds of Eldraine Commander,2023-09-08,Dimir Aqueduct,24,158,,Land,uncommon,0.13
Wilds of Eldraine,2023-09-08,Graceful Takedown,1,171,{1}{G},Sorcery,uncommon,0.01
Wilds of Eldraine,2023-09-08,Redtooth Vanguard,1,180,{1}{G},Creature — Elf Warrior,uncommon,0.01
Wilds of Eldraine,2023-09-08,Stormkeld Vanguard // Bear Down,3,187,{4}{G}{G} // {1}{G},Creature — Giant Warrior // Sorcery — Adventure,uncommon,0.05
Wilds of Eldraine,2023-09-08,Johann. Apprentice Sorcerer,2,207,{2}{U}{R},Legendary Creature — Human Wizard,uncommon,0.04
Wilds of Eldraine,2023-09-08,Threadbind Clique // Rip the Seams,2,239,{3}{U} // {2}{W},Creature — Faerie // Instant — Adventure,uncommon,0.03
Wilds of Eldraine,2023-09-08,Gingerbrute,25,246,{1},Artifact Creature — Food Golem,common,0.09
Wizards Play Network 2023,2023-09-15,Syr Konrad. the Grim,4,5,{3}{B}{B},Legendary Creature — Human Knight,rare,
Store Championships,2023-09-30,Tail Swipe,4,15,{G},Instant,rare,
The Lord of the Rings: Tales of Middle-earth,2023-11-03,Éowyn. Lady of Rohan,3,461,{2}{W},Legendary Creature — Human Noble,uncommon,
The Lord of the Rings: Tales of Middle-earth,2023-11-03,Barrow-Blade,3,688,{1},Artifact — Equipment,uncommon,
