Set,Release Date,Set Type,Card Name,Card No.,Mana Cost,Type,Rarity,Price
Forgotten Realms Commander,2021-07-23,commander,Rakdos Signet,214,{2},Artifact,uncommon,0.73
Adventures in the Forgotten Realms,2021-07-23,expansion,You Meet in a Tavern,215,{2}{G}{G},Sorcery,uncommon,0.04
Forgotten Realms Commander,2021-07-23,commander,Unstable Obelisk,220,{3},Artifact,uncommon,0.09
Forgotten Realms Commander,2021-07-23,commander,Viridian Longbow,221,{1},Artifact — Equipment,common,1.89
Forgotten Realms Commander,2021-07-23,commander,Wayfarer's Bauble,222,{1},Artifact,common,0.44
Forgotten Realms Commander,2021-07-23,commander,Arcane Sanctum,223,,Land,uncommon,0.24
Forgotten Realms Commander,2021-07-23,commander,Azorius Chancery,224,,Land,uncommon,0.13
Adventures in the Forgotten Realms,2021-07-23,expansion,Kalain. Reclusive Painter,225,{B}{R},Legendary Creature — Human Elf Bard,uncommon,0.12
Forgotten Realms Commander,2021-07-23,commander,Bant Panorama,225,,Land,common,0.14
Adventures in the Forgotten Realms,2021-07-23,expansion,Krydle of Baldur's Gate,226,{U}{B},Legendary Creature — Human Elf Rogue,uncommon,0.17
Forgotten Realms Commander,2021-07-23,commander,Bojuka Bog,226,,Land,common,0.98
Forgotten Realms Commander,2021-07-23,commander,Choked Estuary,228,,Land,rare,0.22
Forgotten Realms Commander,2021-07-23,commander,Command Tower,230,,Land,common,0.37
Forgotten Realms Commander,2021-07-23,commander,Desert,233,,Land — Desert,uncommon,0.81
Adventures in the Forgotten Realms,2021-07-23,expansion,Targ Nar. Demon-Fang Gnoll,234,{R}{G},Legendary Creature — Gnoll,uncommon,0.05
Forgotten Realms Commander,2021-07-23,commander,Dimir Aqueduct,234,,Land,uncommon,0.15
Forgotten Realms Commander,2021-07-23,commander,Esper Panorama,235,,Land,common,0.14
Adventures in the Forgotten Realms,2021-07-23,expansion,Trelasarra. Moon Dancer,236,{G}{W},Legendary Creature — Elf Cleric,uncommon,0.18
Forgotten Realms Commander,2021-07-23,commander,Flood Plain,237,,Land,uncommon,0.23
Forgotten Realms Commander,2021-07-23,commander,Foreboding Ruins,238,,Land,rare,0.50
Forgotten Realms Commander,2021-07-23,commander,Fortified Village,239,,Land,rare,0.18
Forgotten Realms Commander,2021-07-23,commander,Game Trail,240,,Land,rare,0.14
Forgotten Realms Commander,2021-07-23,commander,Gruul Turf,243,,Land,uncommon,0.14
Forgotten Realms Commander,2021-07-23,commander,Halimar Depths,244,,Land,common,0.38
Forgotten Realms Commander,2021-07-23,commander,Mishra's Factory,248,,Land,uncommon,0.10
Adventures in the Forgotten Realms,2021-07-23,expansion,Mimic,249,{2},Artifact — Treasure,common,0.02
Forgotten Realms Commander,2021-07-23,commander,Mortuary Mire,249,,Land,common,2.84
Forgotten Realms Commander,2021-07-23,commander,Orzhov Basilica,253,,Land,uncommon,0.14
Forgotten Realms Commander,2021-07-23,commander,Path of Ancestry,254,,Land,common,0.18
Forgotten Realms Commander,2021-07-23,commander,Port Town,255,,Land,rare,0.12
Adventures in the Forgotten Realms,2021-07-23,expansion,Evolving Wilds,256,,Land,common,0.10
Forgotten Realms Commander,2021-07-23,commander,Rakdos Carnarium,257,,Land,uncommon,0.16
Adventures in the Forgotten Realms,2021-07-23,expansion,Hive of the Eye Tyrant,258,,Land,rare,2.58
Forgotten Realms Commander,2021-07-23,commander,Seaside Citadel,258,,Land,uncommon,0.41
Adventures in the Forgotten Realms Promos,2021-07-23,promo,Hive of the Eye Tyrant,258a,,Land,rare,
Forgotten Realms Commander,2021-07-23,commander,Simic Growth Chamber,260,,Land,uncommon,0.24
Forgotten Realms Commander,2021-07-23,commander,Terramorphic Expanse,267,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,commander,Thriving Grove,268,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,commander,Thriving Heath,269,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,commander,Thriving Isle,270,,Land,common,0.14
Forgotten Realms Commander,2021-07-23,commander,Thriving Moor,271,,Land,common,0.13
Forgotten Realms Commander,2021-07-23,commander,Lightning Greaves,331,{2},Artifact — Equipment,uncommon,5.11
The List,2021-07-23,masters,Demonic Tutor,472,{1}{B},Sorcery,rare,27.39
The List,2021-07-23,masters,Fireball,479,{X}{R},Sorcery,uncommon,0.06
The List,2021-07-23,masters,Orcish Lumberjack,480,{R},Creature — Orc,common,0.81
The List,2021-07-23,masters,Hermit Druid,483,{1}{G},Creature — Human Druid,rare,13.15
The List,2021-07-23,masters,Yisan. the Wanderer Bard,485,{2}{G},Legendary Creature — Human Rogue Bard,rare,2.21
The List,2021-07-23,masters,Expedition Map,494,{1},Artifact,common,3.38
Mystery Booster,2021-08-01,masters,Goblin Trenches,1695,{1}{R}{W},Enchantment,rare,0.31
Mystery Booster Playtest Cards 2021,2021-08-20,funny,Bombardment,53,{R},Sorcery,rare,0.34
Mystery Booster Playtest Cards 2021,2021-08-20,funny,Impatient Iguana,55,{1}{R},Creature — Lizard Wizard,rare,0.30
Innistrad: Midnight Hunt,2021-09-24,expansion,Ambitious Farmhand // Seasoned Cathar,2,,Creature — Human Peasant // Creature — Human Knight,uncommon,0.21
Innistrad: Midnight Hunt,2021-09-24,expansion,Blessed Defiance,5,{W},Instant,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Borrowed Time,6,{2}{W},Enchantment,uncommon,0.11
Innistrad: Midnight Hunt,2021-09-24,expansion,Candletrap,9,{W},Enchantment — Aura,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Cathar Commando,10,{1}{W},Creature — Human Soldier,common,0.26
Innistrad: Midnight Hunt,2021-09-24,expansion,Chaplain of Alms // Chapel Shieldgeist,13,,Creature — Human Cleric // Creature — Spirit Cleric,uncommon,0.08
Innistrad: Midnight Hunt,2021-09-24,expansion,Gavony Dawnguard,20,{1}{W}{W},Creature — Human Soldier,uncommon,0.03
Midnight Hunt Commander,2021-09-24,commander,Gorex. the Tombshell,20,{6}{B}{B},Legendary Creature — Zombie Turtle,rare,0.30
Innistrad: Midnight Hunt,2021-09-24,expansion,Gavony Silversmith,21,{3}{W},Creature — Human Soldier,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Homestead Courage,24,{W},Sorcery,common,0.05
Innistrad: Midnight Hunt,2021-09-24,expansion,Lunarch Veteran // Luminous Phantom,27,,Creature — Human Cleric // Creature — Spirit Cleric,common,0.12
Innistrad: Midnight Hunt,2021-09-24,expansion,Mourning Patrol // Morning Apparition,28,,Creature — Human Soldier // Creature — Spirit Soldier,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Search Party Captain,32,{3}{W},Creature — Human Soldier,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Unruly Mob,40,{1}{W},Creature — Human,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Baithook Angler // Hook-Haunt Drifter,42,,Creature — Human Peasant // Creature — Spirit,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Consider,44,{U},Instant,common,0.60
Innistrad: Midnight Hunt,2021-09-24,expansion,Covetous Castaway // Ghostly Castigator,45,,Creature — Human // Creature — Spirit,uncommon,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Delver of Secrets // Insectile Aberration,47,,Creature — Human Wizard // Creature — Human Insect,uncommon,0.35
Innistrad: Midnight Hunt,2021-09-24,expansion,Devious Cover-Up,48,{2}{U}{U},Instant,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Falcon Abomination,52,{2}{U},Creature — Zombie Bird,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Galedrifter // Waildrifter,55,,Creature — Hippogriff // Creature — Hippogriff Spirit,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Geistwave,56,{1}{U},Instant,common,0.03
Innistrad: Midnight Hunt,2021-09-24,expansion,Organ Hoarder,66,{3}{U},Creature — Zombie,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Overwhelmed Archivist // Archive Haunt,68,,Creature — Human Wizard // Creature — Spirit Wizard,uncommon,0.03
Innistrad: Midnight Hunt,2021-09-24,expansion,Poppet Stitcher // Poppet Factory,71,,Creature — Human Wizard // Artifact,mythic,2.91
Innistrad: Midnight Hunt Promos,2021-09-24,promo,Poppet Stitcher // Poppet Factory,71s,,Creature — Human Wizard // Artifact,mythic,
Innistrad: Midnight Hunt,2021-09-24,expansion,Revenge of the Drowned,72,{3}{U},Instant,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Skaab Wrangler,75,{1}{U},Creature — Human Wizard,uncommon,0.02
Midnight Hunt Commander,2021-09-24,commander,Abzan Falconer,77,{2}{W},Creature — Human Soldier,uncommon,0.09
Midnight Hunt Commander,2021-09-24,commander,Ainok Bond-Kin,78,{1}{W},Creature — Dog Soldier,common,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Arrogant Outlaw,84,{2}{B},Creature — Vampire Noble,common,0.03
Midnight Hunt Commander,2021-09-24,commander,Elite Scaleguard,85,{4}{W},Creature — Human Soldier,uncommon,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Blood Pact,88,{2}{B},Instant,common,0.07
Midnight Hunt Commander,2021-09-24,commander,Return to Dust,92,{2}{W}{W},Instant,uncommon,0.12
Innistrad: Midnight Hunt,2021-09-24,expansion,Crawl from the Cellar,93,{B},Sorcery,common,0.04
Midnight Hunt Commander,2021-09-24,commander,Swords to Plowshares,94,{W},Instant,uncommon,0.87
Innistrad: Midnight Hunt,2021-09-24,expansion,Diregraf Horde,96,{4}{B},Creature — Zombie,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Duress,98,{B},Sorcery,common,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Eaten Alive,99,{B},Sorcery,common,0.07
Innistrad: Midnight Hunt,2021-09-24,expansion,Ecstatic Awakener // Awoken Demon,100,,Creature — Human Wizard // Creature — Demon,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Heirloom Mirror // Inherited Fiend,105,,Artifact // Creature — Demon,uncommon,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Hobbling Zombie,106,{2}{B},Creature — Zombie,common,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Infernal Grasp,107,{1}{B},Instant,uncommon,1.91
Innistrad: Midnight Hunt,2021-09-24,expansion,Jerren. Corrupted Bishop // Ormendahl, the Corrupter,109,,Legendary Creature — Human Cleric // Legendary Creature — Demon,mythic,0.41
Innistrad: Midnight Hunt Promos,2021-09-24,promo,Jerren. Corrupted Bishop // Ormendahl, the Corrupter,109s,,Legendary Creature — Human Cleric // Legendary Creature — Demon,mythic,
Innistrad: Midnight Hunt,2021-09-24,expansion,Morbid Opportunist,113,{2}{B},Creature — Human Rogue,uncommon,1.19
Innistrad: Midnight Hunt,2021-09-24,expansion,Morkrut Behemoth,114,{4}{B},Creature — Zombie Giant,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Novice Occultist,117,{1}{B},Creature — Human Wizard,common,0.03
Midnight Hunt Commander,2021-09-24,commander,Feed the Swarm,117,{1}{B},Sorcery,common,0.28
Midnight Hunt Commander,2021-09-24,commander,Fleshbag Marauder,118,{2}{B},Creature — Zombie Warrior,uncommon,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Rotten Reunion,119,{B},Instant,common,0.05
Midnight Hunt Commander,2021-09-24,commander,Go for the Throat,119,{1}{B},Instant,uncommon,0.48
Innistrad: Midnight Hunt,2021-09-24,expansion,Shady Traveler // Stalking Predator,120,,Creature — Human Werewolf // Creature — Werewolf,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Siege Zombie,121,{1}{B},Creature — Zombie,common,0.02
Midnight Hunt Commander,2021-09-24,commander,Liliana's Devotee,122,{2}{B},Creature — Human Warlock,uncommon,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Vampire Interloper,125,{1}{B},Creature — Vampire Scout,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Vengeful Strangler // Strangling Grasp,126,,Creature — Human Rogue // Enchantment — Aura,uncommon,0.06
Innistrad: Midnight Hunt,2021-09-24,expansion,Ardent Elementalist,128,{3}{R},Creature — Human Shaman,common,0.09
Midnight Hunt Commander,2021-09-24,commander,Spark Reaper,128,{2}{B},Creature — Zombie,common,0.14
Midnight Hunt Commander,2021-09-24,commander,Avacyn's Pilgrim,132,{G},Creature — Human Monk,common,0.29
Innistrad: Midnight Hunt,2021-09-24,expansion,Cathartic Pyre,133,{1}{R},Instant,uncommon,0.23
Midnight Hunt Commander,2021-09-24,commander,Beast Within,133,{2}{G},Instant,uncommon,1.11
Innistrad: Midnight Hunt,2021-09-24,expansion,Electric Revelation,135,{2}{R},Instant,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Famished Foragers,138,{3}{R},Creature — Vampire,common,0.02
Midnight Hunt Commander,2021-09-24,commander,Eternal Witness,138,{1}{G}{G},Creature — Human Shaman,uncommon,1.18
Innistrad: Midnight Hunt,2021-09-24,expansion,Festival Crasher,140,{1}{R},Creature — Devil,common,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Harvesttide Infiltrator // Harvesttide Assailant,143,,Creature — Human Werewolf // Creature — Werewolf,common,0.01
Midnight Hunt Commander,2021-09-24,commander,Yavimaya Elder,147,{1}{G}{G},Creature — Human Druid,common,0.07
Innistrad: Midnight Hunt,2021-09-24,expansion,Mounted Dreadknight,150,{4}{R},Creature — Vampire Knight,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Pack's Betrayal,153,{2}{R},Sorcery,common,0.02
Midnight Hunt Commander,2021-09-24,commander,Juniper Order Ranger,153,{3}{G}{W},Creature — Human Knight Ranger,uncommon,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Play with Fire,154,{R},Instant,uncommon,2.12
Midnight Hunt Commander,2021-09-24,commander,Trostani's Summoner,156,{5}{G}{W},Creature — Elf Shaman,uncommon,0.07
Innistrad: Midnight Hunt,2021-09-24,expansion,Reckless Stormseeker // Storm-Charged Slasher,157,,Creature — Human Werewolf // Creature — Werewolf,rare,2.07
Midnight Hunt Commander,2021-09-24,commander,Arcane Signet,157,{2},Artifact,common,0.60
Innistrad: Midnight Hunt Promos,2021-09-24,promo,Reckless Stormseeker // Storm-Charged Slasher,157s,,Creature — Human Werewolf // Creature — Werewolf,rare,
Innistrad: Midnight Hunt,2021-09-24,expansion,Seize the Storm,158,{4}{R},Sorcery,uncommon,0.05
Innistrad: Midnight Hunt,2021-09-24,expansion,Smoldering Egg // Ashmouth Dragon,159,,Creature — Dragon Egg // Creature — Dragon,rare,0.43
Midnight Hunt Commander,2021-09-24,commander,Commander's Sphere,159,{3},Artifact,common,0.15
Innistrad: Midnight Hunt Promos,2021-09-24,promo,Smoldering Egg // Ashmouth Dragon,159s,,Creature — Dragon Egg // Creature — Dragon,rare,
Innistrad: Midnight Hunt,2021-09-24,expansion,Stolen Vitality,161,{1}{R},Instant,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Tavern Ruffian // Tavern Smasher,163,,Creature — Human Warrior Werewolf // Creature — Werewolf,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Thermo-Alchemist,164,{1}{R},Creature — Human Shaman,uncommon,0.15
Innistrad: Midnight Hunt,2021-09-24,expansion,Voldaren Stinger,167,{R},Creature — Vampire Warrior,common,0.02
Midnight Hunt Commander,2021-09-24,commander,Bojuka Bog,167,,Land,common,1.15
Innistrad: Midnight Hunt,2021-09-24,expansion,Bird Admirer // Wing Shredder,169,,Creature — Human Archer Werewolf // Creature — Werewolf,common,0.01
Midnight Hunt Commander,2021-09-24,commander,Choked Estuary,169,,Land,rare,0.24
Midnight Hunt Commander,2021-09-24,commander,Command Tower,170,,Land,common,0.20
Innistrad: Midnight Hunt,2021-09-24,expansion,Bramble Armor,171,{1}{G},Artifact — Equipment,common,0.02
Midnight Hunt Commander,2021-09-24,commander,Dimir Aqueduct,172,,Land,uncommon,0.16
Midnight Hunt Commander,2021-09-24,commander,Fortified Village,174,,Land,rare,0.17
Innistrad: Midnight Hunt,2021-09-24,expansion,Clear Shot,176,{2}{G},Instant,uncommon,0.02
Midnight Hunt Commander,2021-09-24,commander,Mortuary Mire,176,,Land,common,0.15
Midnight Hunt Commander,2021-09-24,commander,Path of Ancestry,178,,Land,common,0.13
Midnight Hunt Commander,2021-09-24,commander,Selesnya Sanctuary,180,,Land,uncommon,0.23
Innistrad: Midnight Hunt,2021-09-24,expansion,Deathbonnet Sprout // Deathbonnet Hulk,181,,Creature — Fungus // Creature — Fungus Horror,uncommon,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Dryad's Revival,183,{2}{G},Sorcery,uncommon,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Eccentric Farmer,185,{2}{G},Creature — Human Peasant,common,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Outland Liberator // Frenzied Trapbreaker,190,,Creature — Human Werewolf // Creature — Werewolf,uncommon,0.36
Innistrad: Midnight Hunt,2021-09-24,expansion,Return to Nature,195,{1}{G},Instant,common,0.10
Innistrad: Midnight Hunt,2021-09-24,expansion,Rise of the Ants,196,{4}{G}{G},Sorcery,uncommon,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Shadowbeast Sighting,198,{3}{G},Sorcery,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Tapping at the Window,201,{1}{G},Sorcery,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Tireless Hauler // Dire-Strain Brawler,203,,Creature — Human Werewolf // Creature — Werewolf,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Arcane Infusion,210,{U}{R},Instant,uncommon,0.06
Innistrad: Midnight Hunt,2021-09-24,expansion,Devoted Grafkeeper // Departed Soulkeeper,218,,Creature — Human Peasant // Creature — Spirit,uncommon,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Diregraf Rebirth,220,{3}{B}{G},Sorcery,uncommon,0.08
Innistrad: Midnight Hunt,2021-09-24,expansion,Faithful Mending,221,{W}{U},Instant,uncommon,0.49
Innistrad: Midnight Hunt,2021-09-24,expansion,Fleshtaker,222,{W}{B},Creature — Human Assassin,uncommon,0.05
Innistrad: Midnight Hunt,2021-09-24,expansion,Join the Dance,229,{G}{W},Sorcery,uncommon,0.06
Innistrad: Midnight Hunt,2021-09-24,expansion,Rite of Oblivion,237,{W}{B},Sorcery,uncommon,0.20
Innistrad: Midnight Hunt,2021-09-24,expansion,Sunrise Cavalier,244,{1}{R}{W},Creature — Human Knight,uncommon,0.04
Innistrad: Midnight Hunt,2021-09-24,expansion,Winterthorn Blessing,251,{G}{U},Sorcery,uncommon,0.05
Innistrad: Midnight Hunt,2021-09-24,expansion,Crossroads Candleguide,253,{4},Artifact Creature — Scarecrow,common,0.01
Innistrad: Midnight Hunt,2021-09-24,expansion,Jack-o'-Lantern,254,{1},Artifact,common,0.02
Innistrad: Midnight Hunt,2021-09-24,expansion,Deserted Beach,260,,Land,rare,7.11
Innistrad: Midnight Hunt Promos,2021-09-24,promo,Deserted Beach,260p,,Land,rare,7.59
Innistrad: Midnight Hunt,2021-09-24,expansion,Evolving Wilds,261,,Land,common,0.09
The List,2021-09-25,masters,Hokori. Dust Drinker,508,{2}{W}{W},Legendary Creature — Spirit,rare,1.37
The List,2021-09-25,masters,Hard Evidence,513,{U},Sorcery,common,0.12
The List,2021-09-25,masters,Snapcaster Mage,519,{1}{U},Creature — Human Wizard,rare,14.66
The List,2021-09-25,masters,Stitcher's Supplier,529,{B},Creature — Zombie,uncommon,1.90
The List,2021-09-25,masters,Faithless Looting,533,{R},Sorcery,common,0.56
The List,2021-09-25,masters,Honden of Infinite Rage,534,{2}{R},Legendary Enchantment — Shrine,uncommon,0.92
The List,2021-09-25,masters,Loyal Apprentice,536,{1}{R},Creature — Human Artificer,uncommon,0.91
The List,2021-09-25,masters,Arlinn. Voice of the Pack,545,{4}{G}{G},Legendary Planeswalker — Arlinn,uncommon,0.26
The List,2021-09-25,masters,Dire Wolf Prowler,546,{2}{G},Creature — Wolf,common,0.06
The List,2021-09-25,masters,Fierce Witchstalker,548,{2}{G}{G},Creature — Wolf,common,0.09
The List,2021-09-25,masters,Mortify,561,{1}{W}{B},Instant,rare,0.86
The List,2021-09-25,masters,Gate to the Afterlife,565,{3},Artifact,uncommon,0.20
The List,2021-09-25,masters,Signpost Scarecrow,570,{4},Artifact Creature — Scarecrow,common,0.11
Pioneer Challenger Decks 2021,2021-10-15,box,Ethereal Armor,2,{W},Enchantment — Aura,common,0.36
Secret Lair Drop,2021-10-15,box,Rise of the Dark Realms,233,{7}{B}{B},Sorcery,mythic,23.79
Secret Lair Drop,2021-10-15,box,Ancient Den,300,,Artifact Land,rare,7.14
Secret Lair Drop,2021-10-15,box,Seat of the Synod,301,,Artifact Land,rare,15.98
Secret Lair Drop,2021-10-15,box,Vault of Whispers,302,,Artifact Land,rare,7.53
Secret Lair Drop,2021-10-15,box,Great Furnace,303,,Artifact Land,rare,14.87
Secret Lair Drop,2021-10-15,box,Tree of Tales,304,,Artifact Land,rare,10.31
Secret Lair Drop,2021-10-15,box,Dismember,321,{1}{B/P}{B/P},Instant,rare,11.89
Secret Lair Drop,2021-10-15,box,Beast Within,323,{2}{G},Instant,rare,16.14
Secret Lair Drop,2021-10-15,box,Sophina. Spearsage Deserter,341,{2}{R}{W},Legendary Creature — Human Soldier,rare,3.12
Secret Lair Drop,2021-10-15,box,Hargilde. Kindly Runechanter,342,{2}{W}{U},Legendary Creature — Human,rare,2.15
Secret Lair Drop,2021-10-15,box,Othelm. Sigardian Outcast,346,{1}{G}{W},Legendary Creature — Human,rare,2.46
Secret Lair Drop,2021-10-15,box,Darksteel Citadel,608,,Artifact Land,rare,12.48
Secret Lair Drop,2021-10-22,box,Generous Gift,369,{2}{W},Instant,rare,28.34
Secret Lair Drop,2021-10-22,box,Chain Lightning,370,{R},Sorcery,rare,17.90
Secret Lair Drop,2021-10-22,box,Kodama's Reach,371,{2}{G},Sorcery — Arcane,rare,67.04
Secret Lair Drop,2021-10-22,box,Heirloom Blade,372,{3},Artifact — Equipment,rare,17.81
Secret Lair Drop,2021-11-05,box,Mulldrifter,373,{4}{U},Creature — Elemental,rare,1.53
Innistrad: Crimson Vow,2021-11-19,expansion,Adamant Will,1,{1}{W},Instant,common,0.02
Crimson Vow Commander,2021-11-19,commander,Drogskol Reinforcements,5,{3}{W},Creature — Spirit Soldier,rare,0.16
Innistrad: Crimson Vow,2021-11-19,expansion,Drogskol Infantry // Drogskol Armaments,10,,Creature — Spirit Soldier // Enchantment — Aura,common,0.03
Innistrad: Crimson Vow,2021-11-19,expansion,Fierce Retribution,13,{1}{W},Instant,common,0.01
Innistrad: Crimson Vow,2021-11-19,expansion,Fleeting Spirit,14,{1}{W},Creature — Spirit,uncommon,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Heron of Hope,18,{3}{W},Creature — Bird,common,0.01
Innistrad: Crimson Vow,2021-11-19,expansion,Kindly Ancestor // Ancestor's Embrace,22,,Creature — Spirit // Enchantment — Aura,common,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Parish-Blade Trainee,29,{1}{W},Creature — Human Soldier,common,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Traveling Minister,39,{W},Creature — Human Cleric,common,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Twinblade Geist // Twinblade Invocation,40,,Creature — Spirit Warrior // Enchantment — Aura,uncommon,0.12
Innistrad: Crimson Vow,2021-11-19,expansion,Unholy Officiant,41,{W},Creature — Vampire Cleric,common,0.03
Innistrad: Crimson Vow,2021-11-19,expansion,Cobbled Lancer,52,{U},Creature — Zombie Horse,uncommon,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Cruel Witness,55,{2}{U}{U},Creature — Bird Horror,common,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Gutter Skulker // Gutter Shortcut,62,,Creature — Spirit // Enchantment — Aura,uncommon,0.03
Innistrad: Crimson Vow,2021-11-19,expansion,Lantern Bearer // Lanterns' Lift,66,,Creature — Spirit // Enchantment — Aura,common,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Mirrorhall Mimic // Ghastly Mimicry,68,,Creature — Spirit // Enchantment — Aura,rare,0.93
Innistrad: Crimson Vow Promos,2021-11-19,promo,Mirrorhall Mimic // Ghastly Mimicry,68s,,Creature — Spirit // Enchantment — Aura,rare,
Innistrad: Crimson Vow,2021-11-19,expansion,Overcharged Amalgam,71,{2}{U}{U},Creature — Zombie Horror,rare,0.27
Innistrad: Crimson Vow Promos,2021-11-19,promo,Overcharged Amalgam,71p,{2}{U}{U},Creature — Zombie Horror,rare,0.60
Innistrad: Crimson Vow,2021-11-19,expansion,Repository Skaab,73,{3}{U},Creature — Zombie,common,0.04
Innistrad: Crimson Vow,2021-11-19,expansion,Scattered Thoughts,74,{3}{U},Instant,common,0.01
Crimson Vow Commander,2021-11-19,commander,Boreas Charger,79,{2}{W},Creature — Pegasus,rare,0.13
Innistrad: Crimson Vow,2021-11-19,expansion,Stormchaser Drake,82,{1}{U},Creature — Drake,uncommon,0.17
Crimson Vow Commander,2021-11-19,commander,Custodi Squire,83,{4}{W},Creature — Spirit Cleric,common,0.11
Innistrad: Crimson Vow,2021-11-19,expansion,Syncopate,83,{X}{U},Instant,common,0.02
Innistrad: Crimson Vow,2021-11-19,expansion,Thirst for Discovery,85,{2}{U},Instant,uncommon,0.15
Innistrad: Crimson Vow,2021-11-19,expansion,Winged Portent,89,{1}{U}{U},Instant,rare,0.09
Innistrad: Crimson Vow Promos,2021-11-19,promo,Winged Portent,89p,{1}{U}{U},Instant,rare,0.45
Crimson Vow Commander,2021-11-19,commander,Kirtar's Wrath,91,{4}{W}{W},Sorcery,rare,0.10
Crimson Vow Commander,2021-11-19,commander,Mentor of the Meek,93,{2}{W},Creature — Human Soldier,rare,0.15
Innistrad: Crimson Vow,2021-11-19,expansion,Blood Fountain,95,{B},Artifact,common,0.24
Innistrad: Crimson Vow,2021-11-19,expansion,Bloodcrazed Socialite,96,{3}{B},Creature — Vampire,common,0.03
Crimson Vow Commander,2021-11-19,commander,Swords to Plowshares,99,{W},Instant,uncommon,0.87
Crimson Vow Commander,2021-11-19,commander,Arcane Denial,102,{1}{U},Instant,common,3.40
Innistrad: Crimson Vow,2021-11-19,expansion,Courier Bat,102,{2}{B},Creature — Bat,common,0.03
Crimson Vow Commander,2021-11-19,commander,Flood of Tears,104,{4}{U}{U},Sorcery,rare,0.28
Innistrad: Crimson Vow,2021-11-19,expansion,Desperate Farmer // Depraved Harvester,104,,Creature — Human Peasant // Creature — Human Knight,common,0.04
Innistrad: Crimson Vow,2021-11-19,expansion,Diregraf Scavenger,105,{3}{B},Creature — Zombie Bear,common,0.04
Innistrad: Crimson Vow,2021-11-19,expansion,Doomed Dissenter,106,{1}{B},Creature — Human,common,0.03
Innistrad: Crimson Vow,2021-11-19,expansion,Dreadfeast Demon,108,{5}{B}{B},Creature — Demon,rare,0.14
Innistrad: Crimson Vow Promos,2021-11-19,promo,Dreadfeast Demon,108s,{5}{B}{B},Creature — Demon,rare,
Innistrad: Crimson Vow,2021-11-19,expansion,Edgar's Awakening,110,{3}{B}{B},Sorcery,uncommon,0.06
Innistrad: Crimson Vow,2021-11-19,expansion,Fell Stinger,112,{2}{B},Creature — Zombie Scorpion,uncommon,0.22
Innistrad: Crimson Vow,2021-11-19,expansion,Gift of Fangs,113,{B},Enchantment — Aura,common,0.05
Crimson Vow Commander,2021-11-19,commander,Spectral Sailor,114,{U},Creature — Spirit Pirate,uncommon,0.20
