Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Forgotten Realms Commander,2021-07-23,Terminate,19,193,{B}{R},Instant,uncommon,0.45
Adventures in the Forgotten Realms,2021-07-23,Owlbear,18,198,{3}{G}{G},Creature — Bird Bear,common,0.05
Forgotten Realms Commander,2021-07-23,Mind Stone,23,211,{2},Artifact,uncommon,0.22
Adventures in the Forgotten Realms,2021-07-23,You Meet in a Tavern,7,215,{2}{G}{G},Sorcery,uncommon,0.04
Forgotten Realms Commander,2021-07-23,Wayfarer's Bauble,9,222,{1},Artifact,common,0.44
Forgotten Realms Commander,2021-07-23,Azorius Chancery,23,224,,Land,uncommon,0.13
Forgotten Realms Commander,2021-07-23,Desert,14,233,,Land — Desert,uncommon,0.82
Forgotten Realms Commander,2021-07-23,Dimir Aqueduct,24,234,,Land,uncommon,0.15
Forgotten Realms Commander,2021-07-23,Gruul Turf,23,243,,Land,uncommon,0.14
Forgotten Realms Commander,2021-07-23,Orzhov Basilica,23,253,,Land,uncommon,0.14
Adventures in the Forgotten Realms,2021-07-23,Evolving Wilds,28,256,,Land,common,0.10
Forgotten Realms Commander,2021-07-23,Rakdos Carnarium,23,257,,Land,uncommon,0.16
Forgotten Realms Commander,2021-07-23,Simic Growth Chamber,23,260,,Land,uncommon,0.24
Forgotten Realms Commander,2021-07-23,Thriving Grove,23,268,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,Thriving Heath,23,269,,Land,common,0.12
Forgotten Realms Commander,2021-07-23,Thriving Isle,23,270,,Land,common,0.14
Forgotten Realms Commander,2021-07-23,Thriving Moor,23,271,,Land,common,0.13
The List,2021-07-23,Fireball,12,479,{X}{R},Sorcery,uncommon,0.06
Jumpstart: Historic Horizons,2021-08-26,Ainok Bond-Kin,7,36,{1}{W},Creature — Dog Soldier,common,
Jumpstart: Historic Horizons,2021-08-26,Battle Screech,26,53,{2}{W}{W},Sorcery,uncommon,
Jumpstart: Historic Horizons,2021-08-26,Doomed Traveler,17,70,{W},Creature — Human Soldier,common,
Jumpstart: Historic Horizons,2021-08-26,Kor Skyfisher,24,100,{1}{W},Creature — Kor Soldier,common,
Jumpstart: Historic Horizons,2021-08-26,Sandsteppe Outcast,10,121,{2}{W},Creature — Human Warrior,common,
Jumpstart: Historic Horizons,2021-08-26,Seraph of Dawn,11,129,{2}{W}{W},Creature — Angel,common,
Jumpstart: Historic Horizons,2021-08-26,Faerie Seer,21,190,{U},Creature — Faerie Wizard,common,
Jumpstart: Historic Horizons,2021-08-26,Hard Evidence,19,200,{U},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Man-o'-War,23,212,{2}{U},Creature — Jellyfish,common,
Jumpstart: Historic Horizons,2021-08-26,Mulldrifter,29,221,{4}{U},Creature — Elemental,common,
Jumpstart: Historic Horizons,2021-08-26,Ninja of the Deep Hours,27,223,{3}{U},Creature — Human Ninja,common,
Jumpstart: Historic Horizons,2021-08-26,Carrier Thrall,8,302,{1}{B},Creature — Vampire,uncommon,
Jumpstart: Historic Horizons,2021-08-26,First-Sphere Gargantua,18,330,{4}{B}{B},Creature — Phyrexian Horror,common,
Jumpstart: Historic Horizons,2021-08-26,Nested Shambler,16,365,{B},Creature — Zombie,common,
Jumpstart: Historic Horizons,2021-08-26,Okiba-Gang Shinobi,18,370,{3}{B}{B},Creature — Rat Ninja,common,
Jumpstart: Historic Horizons,2021-08-26,Putrid Goblin,16,375,{1}{B},Creature — Zombie Goblin,common,
Jumpstart: Historic Horizons,2021-08-26,Ransack the Lab,11,378,{1}{B},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Bogardan Dragonheart,15,423,{2}{R},Creature — Human Shaman,common,
Jumpstart: Historic Horizons,2021-08-26,Hordeling Outburst,19,470,{1}{R}{R},Sorcery,uncommon,
Jumpstart: Historic Horizons,2021-08-26,Insolent Neonate,14,475,{R},Creature — Vampire,common,
Jumpstart: Historic Horizons,2021-08-26,Krenko's Command,9,480,{1}{R},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Reckless Charge,12,500,{R},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Skophos Reaver,12,513,{2}{R},Creature — Minotaur Warrior,common,
Jumpstart: Historic Horizons,2021-08-26,Bannerhide Krushok,22,544,{3}{G},Creature — Beast,common,
Jumpstart: Historic Horizons,2021-08-26,Deepwood Denizen,6,558,{2}{G},Creature — Elf Warrior,common,
Jumpstart: Historic Horizons,2021-08-26,Mother Bear,16,604,{1}{G},Creature — Bear,common,
Jumpstart: Historic Horizons,2021-08-26,Trumpeting Herd,23,659,{2}{G}{G},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Urban Daggertooth,8,662,{2}{G}{G},Creature — Dinosaur,common,
Jumpstart: Historic Horizons,2021-08-26,Winding Way,17,670,{1}{G},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Captured by Lagacs,17,682,{1}{G}{W},Enchantment — Aura,common,
Jumpstart: Historic Horizons,2021-08-26,Goblin Anarchomancer,19,693,{R}{G},Creature — Goblin Shaman,common,
Jumpstart: Historic Horizons,2021-08-26,Wavesifter,15,726,{3}{G}{U},Creature — Elemental,common,
Jumpstart: Historic Horizons,2021-08-26,Stormfront Pegasus,8,778,{1}{W},Creature — Pegasus,uncommon,
Jumpstart: Historic Horizons,2021-08-26,Ponder,25,782,{U},Sorcery,common,
Jumpstart: Historic Horizons,2021-08-26,Lightning Bolt,28,787,{R},Instant,common,
Jumpstart: Historic Horizons,2021-08-26,Giant Growth,11,790,{G},Instant,common,
Innistrad: Midnight Hunt,2021-09-24,Cathar Commando,21,10,{1}{W},Creature — Human Soldier,common,0.24
Innistrad: Midnight Hunt,2021-09-24,Search Party Captain,11,32,{3}{W},Creature — Human Soldier,common,0.02
Innistrad: Midnight Hunt,2021-09-24,Consider,19,44,{U},Instant,common,0.58
Midnight Hunt Commander,2021-09-24,Ainok Bond-Kin,7,78,{1}{W},Creature — Dog Soldier,common,0.10
Innistrad: Midnight Hunt,2021-09-24,Diregraf Horde,12,96,{4}{B},Creature — Zombie,common,0.02
Innistrad: Midnight Hunt,2021-09-24,Ecstatic Awakener // Awoken Demon,14,100,,Creature — Human Wizard // Creature — Demon,common,0.02
Midnight Hunt Commander,2021-09-24,Feed the Swarm,13,117,{1}{B},Sorcery,common,0.26
Midnight Hunt Commander,2021-09-24,Go for the Throat,10,119,{1}{B},Instant,uncommon,0.48
Innistrad: Midnight Hunt,2021-09-24,Ardent Elementalist,19,128,{3}{R},Creature — Human Shaman,common,0.10
Innistrad: Midnight Hunt,2021-09-24,Famished Foragers,7,138,{3}{R},Creature — Vampire,common,0.02
Midnight Hunt Commander,2021-09-24,Yavimaya Elder,15,147,{1}{G}{G},Creature — Human Druid,common,0.07
Innistrad: Midnight Hunt,2021-09-24,Thermo-Alchemist,20,164,{1}{R},Creature — Human Shaman,uncommon,0.15
Midnight Hunt Commander,2021-09-24,Dimir Aqueduct,24,172,,Land,uncommon,0.16
Innistrad: Midnight Hunt,2021-09-24,Clear Shot,7,176,{2}{G},Instant,uncommon,0.02
Midnight Hunt Commander,2021-09-24,Selesnya Sanctuary,23,180,,Land,uncommon,0.22
Innistrad: Midnight Hunt,2021-09-24,Evolving Wilds,28,261,,Land,common,0.09
The List,2021-09-25,Hard Evidence,19,513,{U},Sorcery,common,0.12
The List,2021-09-25,Faithless Looting,23,533,{R},Sorcery,common,0.56
Secret Lair Drop,2021-10-22,Chain Lightning,21,370,{R},Sorcery,rare,17.90
Secret Lair Drop,2021-11-05,Mulldrifter,29,373,{4}{U},Creature — Elemental,rare,1.53
Crimson Vow Art Series,2021-11-19,Abrade // Abrade,22,38,,Card // Card,common,
Crimson Vow Art Series,2021-11-19,Voldaren Epicure // Voldaren Epicure,9,50,,Card // Card,common,
Innistrad: Crimson Vow,2021-11-19,Cruel Witness,8,55,{2}{U}{U},Creature — Bird Horror,common,0.02
Innistrad: Crimson Vow,2021-11-19,Scattered Thoughts,7,74,{3}{U},Instant,common,0.01
Crimson Vow Commander,2021-11-19,Custodi Squire,20,83,{4}{W},Creature — Spirit Cleric,common,0.11
Innistrad: Crimson Vow,2021-11-19,Blood Fountain,13,95,{B},Artifact,common,0.25
Innistrad: Crimson Vow,2021-11-19,Doomed Dissenter,7,106,{1}{B},Creature — Human,common,0.03
Innistrad: Crimson Vow,2021-11-19,Persistent Specimen,13,125,{B},Creature — Skeleton,common,0.07
Crimson Vow Commander,2021-11-19,Falkenrath Noble,19,128,{3}{B},Creature — Vampire Noble,uncommon,0.37
Crimson Vow Commander,2021-11-19,Feed the Swarm,13,129,{1}{B},Sorcery,common,0.44
Crimson Vow Commander,2021-11-19,Night's Whisper,18,133,{1}{B},Sorcery,common,1.12
Innistrad: Crimson Vow,2021-11-19,Undying Malice,4,134,{B},Instant,common,0.75
Innistrad: Crimson Vow,2021-11-19,Abrade,22,139,{1}{R},Instant,common,0.14
Crimson Vow Commander,2021-11-19,Azorius Chancery,23,171,,Land,uncommon,0.13
Innistrad: Crimson Vow,2021-11-19,Reckless Impulse,20,174,{1}{R},Sorcery,common,1.88
Crimson Vow Commander,2021-11-19,Rakdos Carnarium,23,180,,Land,common,0.23
Innistrad: Crimson Vow,2021-11-19,Voldaren Epicure,9,182,{R},Creature — Vampire,common,0.19
Innistrad: Crimson Vow,2021-11-19,Massive Might,4,208,{G},Instant,common,0.05
Innistrad: Crimson Vow,2021-11-19,Evolving Wilds,28,263,,Land,common,0.08
Secret Lair Drop,2021-11-29,Night's Whisper,18,207,{1}{B},Sorcery,rare,4.19
Innistrad: Double Feature,2022-01-28,Cathar Commando,21,10,{1}{W},Creature — Human Soldier,common,0.70
Innistrad: Double Feature,2022-01-28,Search Party Captain,11,32,{3}{W},Creature — Human Soldier,common,0.14
Innistrad: Double Feature,2022-01-28,Consider,19,44,{U},Instant,common,2.28
Innistrad: Double Feature,2022-01-28,Diregraf Horde,12,96,{4}{B},Creature — Zombie,common,0.11
Innistrad: Double Feature,2022-01-28,Ecstatic Awakener // Awoken Demon,14,100,,Creature — Human Wizard // Creature — Demon,common,0.08
Innistrad: Double Feature,2022-01-28,Ardent Elementalist,19,128,{3}{R},Creature — Human Shaman,common,0.29
Innistrad: Double Feature,2022-01-28,Famished Foragers,7,138,{3}{R},Creature — Vampire,common,0.06
Innistrad: Double Feature,2022-01-28,Thermo-Alchemist,20,164,{1}{R},Creature — Human Shaman,uncommon,0.56
Innistrad: Double Feature,2022-01-28,Clear Shot,7,176,{2}{G},Instant,uncommon,0.06
Innistrad: Double Feature,2022-01-28,Evolving Wilds,28,261,,Land,common,0.17
Innistrad: Double Feature,2022-01-28,Cruel Witness,8,322,{2}{U}{U},Creature — Bird Horror,common,0.07
Innistrad: Double Feature,2022-01-28,Scattered Thoughts,7,341,{3}{U},Instant,common,0.10
Innistrad: Double Feature,2022-01-28,Blood Fountain,13,362,{B},Artifact,common,0.86
Innistrad: Double Feature,2022-01-28,Doomed Dissenter,7,373,{1}{B},Creature — Human,common,0.13
Innistrad: Double Feature,2022-01-28,Persistent Specimen,13,392,{B},Creature — Skeleton,common,0.17
Innistrad: Double Feature,2022-01-28,Undying Malice,4,401,{B},Instant,common,2.36
Innistrad: Double Feature,2022-01-28,Abrade,22,406,{1}{R},Instant,common,0.90
Innistrad: Double Feature,2022-01-28,Reckless Impulse,20,441,{1}{R},Sorcery,common,2.42
Innistrad: Double Feature,2022-01-28,Voldaren Epicure,9,449,{R},Creature — Vampire,common,0.93
Innistrad: Double Feature,2022-01-28,Massive Might,4,475,{G},Instant,common,0.07
Kamigawa: Neon Dynasty,2022-02-18,Imperial Oath,10,17,{5}{W},Sorcery,common,0.03
Kamigawa: Neon Dynasty,2022-02-18,Sunblade Samurai,9,39,{4}{W},Enchantment Creature — Human Samurai,common,0.02
Kamigawa: Neon Dynasty,2022-02-18,Mirrorshell Crab,17,63,{5}{U}{U},Artifact Creature — Crab,common,0.05
Kamigawa: Neon Dynasty,2022-02-18,Moon-Circuit Hacker,20,67,{1}{U},Enchantment Creature — Human Ninja,common,0.15
Neon Dynasty Commander,2022-02-18,Rampant Growth,6,125,{1}{G},Sorcery,common,0.29
Neon Dynasty Commander,2022-02-18,Sakura-Tribe Elder,22,128,{1}{G},Creature — Snake Shaman,common,1.02
Kamigawa: Neon Dynasty,2022-02-18,Ambitious Assault,4,133,{2}{R},Instant,common,0.02
Neon Dynasty Commander,2022-02-18,Gruul Turf,23,170,,Land,uncommon,0.18
Kamigawa: Neon Dynasty,2022-02-18,Greater Tanuki,10,189,{4}{G}{G},Enchantment Creature — Dog,common,0.03
Kamigawa: Neon Dynasty,2022-02-18,Master's Rebuke,4,202,{1}{G},Instant,common,0.06
Kamigawa: Neon Dynasty,2022-02-18,Tamiyo's Safekeeping,8,211,{G},Instant,common,0.65
Kamigawa: Neon Dynasty,2022-02-18,Iron Apprentice,5,248,{1},Artifact Creature — Construct,common,0.06
Secret Lair Drop,2022-02-18,Snap,15,412,{1}{U},Instant,rare,7.08
The List,2022-02-18,Jade Avenger,8,697,{1}{G},Creature — Frog Samurai,common,0.14
Wizards Play Network 2022,2022-03-05,Consider,19,1,{U},Instant,rare,1.55
Secret Lair Drop,2022-04-11,Elvish Mystic,19,475,{G},Creature — Elf Druid,rare,17.52
Heads I Win, Tails You Lose,2022-04-22,Counterspell,29,1,{U}{U},Instant,common,1.19
Heads I Win, Tails You Lose,2022-04-22,Ponder,25,6,{U},Sorcery,common,2.96
Heads I Win, Tails You Lose,2022-04-22,Preordain,25,7,{U},Sorcery,common,4.24
Heads I Win, Tails You Lose,2022-04-22,Serum Visions,10,10,{U},Sorcery,uncommon,6.03
Heads I Win, Tails You Lose,2022-04-22,Mind Stone,23,51,{2},Artifact,common,
Heads I Win, Tails You Lose,2022-04-22,Izzet Boilerworks,27,68,,Land,uncommon,
Streets of New Capenna,2022-04-29,Inspiring Overseer,21,18,{2}{W},Creature — Angel Cleric,common,0.22
Streets of New Capenna,2022-04-29,Raffine's Informant,13,26,{1}{W},Creature — Human Wizard,common,0.12
New Capenna Art Series,2022-04-29,Skybridge Towers // Skybridge Towers,13,37,,Card // Card,common,
Streets of New Capenna,2022-04-29,Witness Protection,10,66,{U},Enchantment — Aura,common,0.20
New Capenna Art Series,2022-04-29,Racers' Ring // Racers' Ring,13,80,,Card // Card,common,
Streets of New Capenna,2022-04-29,Mayhem Patrol,13,114,{1}{R},Creature — Devil Warrior,common,0.03
Streets of New Capenna,2022-04-29,Witty Roastmaster,13,131,{2}{R},Creature — Devil Citizen,common,0.21
Streets of New Capenna,2022-04-29,Jewel Thief,20,151,{2}{G},Creature — Cat Rogue,common,0.09
Streets of New Capenna,2022-04-29,Prizefight,6,154,{1}{G},Instant,common,0.11
Streets of New Capenna,2022-04-29,Body Dropper,15,168,{B}{R},Creature — Devil Warrior,common,0.03
New Capenna Commander,2022-04-29,Deep Analysis,20,218,{3}{U},Sorcery,common,0.05
New Capenna Commander,2022-04-29,Looter il-Kor,20,225,{1}{U},Creature — Kor Rogue,common,0.08
New Capenna Commander,2022-04-29,Ponder,25,229,{U},Sorcery,common,2.71
New Capenna Commander,2022-04-29,Preordain,25,230,{U},Sorcery,common,5.26
New Capenna Commander,2022-04-29,Treasure Cruise,23,237,{7}{U},Sorcery,common,0.20
Streets of New Capenna,2022-04-29,Botanical Plaza,12,247,,Land,common,0.06
New Capenna Commander,2022-04-29,Feed the Swarm,13,250,{1}{B},Sorcery,common,0.46
Streets of New Capenna,2022-04-29,Racers' Ring,13,253,,Land,common,0.05
Streets of New Capenna,2022-04-29,Skybridge Towers,13,256,,Land,common,0.06
Streets of New Capenna,2022-04-29,Tramway Station,14,258,,Land,common,0.07
Streets of New Capenna,2022-04-29,Waterfront District,14,259,,Land,common,0.07
New Capenna Commander,2022-04-29,Rampant Growth,6,304,{1}{G},Sorcery,common,0.29
New Capenna Commander,2022-04-29,Sakura-Tribe Elder,22,307,{1}{G},Creature — Snake Shaman,common,1.22
New Capenna Commander,2022-04-29,Wall of Roots,16,319,{1}{G},Creature — Plant Wall,common,0.17
New Capenna Commander,2022-04-29,Goblin Electromancer,9,341,{U}{R},Creature — Goblin Wizard,common,0.23
New Capenna Commander,2022-04-29,Terminate,19,353,{B}{R},Instant,uncommon,0.63
New Capenna Commander,2022-04-29,Wayfarer's Bauble,9,384,{1},Artifact,common,0.33
New Capenna Commander,2022-04-29,Ash Barrens,29,386,,Land,uncommon,0.09
New Capenna Commander,2022-04-29,Thriving Bluff,23,438,,Land,common,0.10
New Capenna Commander,2022-04-29,Thriving Grove,23,439,,Land,common,0.10
New Capenna Commander,2022-04-29,Thriving Heath,23,440,,Land,common,0.06
New Capenna Commander,2022-04-29,Thriving Isle,23,441,,Land,common,0.11
New Capenna Commander,2022-04-29,Thriving Moor,23,442,,Land,common,0.07
Commander Legends: Battle for Baldur's Gate,2022-06-10,Blessed Hippogriff // Tyr's Blessing,10,11,{3}{W} // {W},Creature — Hippogriff // Instant — Adventure,common,0.07
Commander Legends: Battle for Baldur's Gate,2022-06-10,Greatsword of Tyr,14,22,{1}{W},Artifact — Equipment,common,0.15
Battle for Baldur's Gate Art Series,2022-06-10,Mold Folk // Mold Folk,8,23,,Card // Card,common,
Commander Legends: Battle for Baldur's Gate,2022-06-10,Icewind Stalwart,5,27,{3}{W},Creature — Tiefling Warrior,common,0.05
Battle for Baldur's Gate Art Series,2022-06-10,Young Blue Dragon // Young Blue Dragon,5,27,,Card // Card,common,
Commander Legends: Battle for Baldur's Gate,2022-06-10,Minimus Containment,7,34,{2}{W},Enchantment — Aura,common,0.03
Commander Legends: Battle for Baldur's Gate,2022-06-10,Pegasus Guardian // Rescue the Foal,9,36,{5}{W} // {1}{W},Creature — Pegasus // Instant — Adventure,common,0.09
Commander Legends: Battle for Baldur's Gate,2022-06-10,Roving Harper,7,40,{2}{W},Creature — Elf Scout,common,0.05
Commander Legends: Battle for Baldur's Gate,2022-06-10,Sword Coast Serpent // Capsizing Wave,7,99,{5}{U}{U} // {1}{U},Creature — Serpent Dragon // Instant — Adventure,common,0.13
Commander Legends: Battle for Baldur's Gate,2022-06-10,Winter Eladrin,15,104,{2}{U},Creature — Faerie Elf Wizard,common,0.05
Commander Legends: Battle for Baldur's Gate,2022-06-10,Young Blue Dragon // Sand Augury,5,106,{4}{U} // {1}{U},Creature — Dragon // Sorcery — Adventure,common,0.11
Commander Legends: Battle for Baldur's Gate,2022-06-10,Arms of Hadar,11,113,{3}{B},Sorcery,common,0.12
Commander Legends: Battle for Baldur's Gate,2022-06-10,Cast Down,19,119,{1}{B},Instant,uncommon,0.18
Commander Legends: Battle for Baldur's Gate,2022-06-10,Guildsworn Prowler,8,130,{1}{B},Creature — Tiefling Rogue Assassin,common,0.08
Commander Legends: Battle for Baldur's Gate,2022-06-10,Mold Folk,8,133,{1}{B},Creature — Fungus Warrior,common,0.03
Commander Legends: Battle for Baldur's Gate,2022-06-10,Fireball,12,175,{X}{R},Sorcery,uncommon,0.08
Commander Legends: Battle for Baldur's Gate,2022-06-10,Lightning Bolt,28,187,{R},Instant,common,0.52
Commander Legends: Battle for Baldur's Gate,2022-06-10,Dread Linnorm // Scale Deflection,4,225,{6}{G} // {3}{G},Creature — Snake Dragon // Instant — Adventure,common,0.09
Commander Legends: Battle for Baldur's Gate,2022-06-10,Nature's Lore,6,244,{1}{G},Sorcery,common,1.64
Commander Legends: Battle for Baldur's Gate,2022-06-10,You Meet in a Tavern,7,263,{2}{G}{G},Sorcery,common,0.04
Commander Legends: Battle for Baldur's Gate,2022-06-10,Mind Stone,23,325,{2},Artifact,uncommon,0.24
Commander Legends: Battle for Baldur's Gate,2022-06-10,Prophetic Prism,15,335,{2},Artifact,common,0.02
Commander Legends: Battle for Baldur's Gate,2022-06-10,Wayfarer's Bauble,9,344,{1},Artifact,common,0.28
Commander Legends: Battle for Baldur's Gate,2022-06-10,Basilisk Gate,6,346,,Land — Gate,common,0.44
Commander Legends: Battle for Baldur's Gate,2022-06-10,Black Dragon Gate,16,347,,Land — Gate,common,0.36
Commander Legends: Battle for Baldur's Gate,2022-06-10,Citadel Gate,16,349,,Land — Gate,common,0.52
Commander Legends: Battle for Baldur's Gate,2022-06-10,Cliffgate,16,350,,Land — Gate,common,0.25
Commander Legends: Battle for Baldur's Gate,2022-06-10,Evolving Wilds,28,352,,Land,common,0.09
Commander Legends: Battle for Baldur's Gate,2022-06-10,Manor Gate,16,356,,Land — Gate,common,0.36
Commander Legends: Battle for Baldur's Gate,2022-06-10,Sea Gate,16,359,,Land — Gate,common,0.82
Commander Legends: Battle for Baldur's Gate,2022-06-10,Compulsive Research,15,715,{2}{U},Sorcery,common,0.11
Commander Legends: Battle for Baldur's Gate,2022-06-10,Feed the Swarm,13,752,{1}{B},Sorcery,common,0.26
The List,2022-06-10,Sea Gate Oracle,16,761,{2}{U},Creature — Human Wizard,common,0.05
Commander Legends: Battle for Baldur's Gate,2022-06-10,Phyrexian Rager,23,766,{2}{B},Creature — Phyrexian Horror,common,0.03
Commander Legends: Battle for Baldur's Gate,2022-06-10,Sakura-Tribe Elder,22,832,{1}{G},Creature — Snake Shaman,common,1.51
Commander Legends: Battle for Baldur's Gate,2022-06-10,Three Visits,4,837,{1}{G},Sorcery,uncommon,4.21
Commander Legends: Battle for Baldur's Gate,2022-06-10,Ash Barrens,29,880,,Land,uncommon,0.09
Commander Legends: Battle for Baldur's Gate,2022-06-10,Dimir Aqueduct,24,891,,Land,uncommon,0.14
Commander Legends: Battle for Baldur's Gate,2022-06-10,Gruul Turf,23,895,,Land,uncommon,0.18
Commander Legends: Battle for Baldur's Gate,2022-06-10,Izzet Boilerworks,27,897,,Land,uncommon,0.18
Commander Legends: Battle for Baldur's Gate,2022-06-10,Orzhov Basilica,23,906,,Land,uncommon,0.13
Commander Legends: Battle for Baldur's Gate,2022-06-10,Prismari Campus,16,909,,Land,common,0.08
Alchemy Horizons: Baldur's Gate,2022-07-07,Blessed Hippogriff // Tyr's Blessing,10,85,{3}{W} // {W},Creature — Hippogriff // Instant — Adventure,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Icewind Stalwart,5,93,{3}{W},Creature — Tiefling Warrior,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Minimus Containment,7,95,{2}{W},Enchantment — Aura,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Pegasus Guardian // Rescue the Foal,9,97,{5}{W} // {1}{W},Creature — Pegasus // Instant — Adventure,uncommon,
Alchemy Horizons: Baldur's Gate,2022-07-07,You Hear Something on Watch,11,106,{1}{W},Instant,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Sword Coast Serpent // Capsizing Wave,7,134,{5}{U}{U} // {1}{U},Creature — Serpent Dragon // Instant — Adventure,uncommon,
Alchemy Horizons: Baldur's Gate,2022-07-07,Young Blue Dragon // Sand Augury,5,138,{4}{U} // {1}{U},Creature — Dragon // Sorcery — Adventure,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Cast Down,19,148,{1}{B},Instant,uncommon,
Alchemy Horizons: Baldur's Gate,2022-07-07,Guildsworn Prowler,8,160,{1}{B},Creature — Tiefling Rogue Assassin,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Shambling Ghast,7,167,{B},Creature — Zombie,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Dread Linnorm // Scale Deflection,4,206,{6}{G} // {3}{G},Creature — Snake Dragon // Instant — Adventure,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Gnoll Hunter,5,212,{1}{G},Creature — Gnoll,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Owlbear,18,218,{3}{G}{G},Creature — Bird Bear,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,You Meet in a Tavern,7,229,{2}{G}{G},Sorcery,uncommon,
Alchemy Horizons: Baldur's Gate,2022-07-07,Prophetic Prism,15,264,{2},Artifact,common,
Alchemy Horizons: Baldur's Gate,2022-07-07,Lightning Bolt,28,926,{R},Instant,rare,
Double Masters 2022,2022-07-08,Ainok Bond-Kin,7,5,{1}{W},Creature — Dog Soldier,common,0.03
Double Masters 2022,2022-07-08,Doomed Traveler,17,9,{W},Creature — Human Soldier,common,0.02
Double Masters 2022,2022-07-08,Gods Willing,7,12,{W},Instant,common,0.07
Double Masters 2022,2022-07-08,Militia Bugler,14,19,{2}{W},Creature — Human Soldier,common,0.05
Double Masters 2022,2022-07-08,Momentary Blink,21,20,{1}{W},Instant,common,0.05
Double Masters 2022,2022-07-08,Seeker of the Way,25,28,{1}{W},Creature — Human Warrior,common,0.05
Double Masters 2022,2022-07-08,Settle Beyond Reality,12,30,{4}{W},Sorcery,common,0.01
Double Masters 2022,2022-07-08,Aethersnipe,10,37,{5}{U},Creature — Elemental,common,0.03
Double Masters 2022,2022-07-08,Deep Analysis,20,44,{3}{U},Sorcery,common,0.07
Double Masters 2022,2022-07-08,Mana Leak,24,58,{1}{U},Instant,common,0.10
Double Masters 2022,2022-07-08,Mulldrifter,29,60,{4}{U},Creature — Elemental,uncommon,0.36
Double Masters 2022,2022-07-08,Carrier Thrall,8,72,{1}{B},Creature — Vampire,common,0.06
Double Masters 2022,2022-07-08,Disfigure,16,74,{B},Instant,common,0.02
Double Masters 2022,2022-07-08,Go for the Throat,10,76,{1}{B},Instant,uncommon,0.46
Double Masters 2022,2022-07-08,Unearth,23,96,{B},Sorcery,common,0.22
Double Masters 2022,2022-07-08,Vampire Sovereign,12,97,{3}{B}{B},Creature — Vampire Noble,common,0.11
Double Masters 2022,2022-07-08,Dark-Dweller Oracle,14,106,{1}{R},Creature — Goblin Shaman,common,0.11
Double Masters 2022,2022-07-08,Hissing Iguanar,16,113,{2}{R},Creature — Lizard,common,0.04
Double Masters 2022,2022-07-08,Lightning Bolt,28,117,{R},Instant,uncommon,0.97
Double Masters 2022,2022-07-08,Monastery Swiftspear,21,119,{R},Creature — Human Monk,common,0.39
Double Masters 2022,2022-07-08,Rift Bolt,12,122,{2}{R},Sorcery,common,0.11
Double Masters 2022,2022-07-08,Annoyed Altisaur,13,134,{5}{G}{G},Creature — Dinosaur,common,0.11
Double Masters 2022,2022-07-08,Experiment One,18,146,{G},Creature — Human Ooze,common,0.08
Double Masters 2022,2022-07-08,Grapple with the Past,13,149,{1}{G},Instant,common,0.09
Double Masters 2022,2022-07-08,Rampant Growth,6,155,{1}{G},Sorcery,common,0.56
Double Masters 2022,2022-07-08,Rancor,28,156,{G},Enchantment — Aura,uncommon,0.69
Double Masters 2022,2022-07-08,Travel Preparations,12,162,{1}{G},Sorcery,uncommon,0.03
Double Masters 2022,2022-07-08,Tuskguard Captain,5,163,{2}{G},Creature — Human Warrior,common,0.07
Double Masters 2022,2022-07-08,Bloodwater Entity,13,185,{1}{U}{R},Creature — Elemental,common,0.04
Double Masters 2022,2022-07-08,Burning-Tree Emissary,23,189,{R/G}{R/G},Creature — Human Shaman,common,0.11
Double Masters 2022,2022-07-08,Coiling Oracle,18,194,{G}{U},Creature — Snake Elf Druid,common,0.12
Double Masters 2022,2022-07-08,Dreg Mangler,14,204,{1}{B}{G},Creature — Plant Zombie,common,0.02
Double Masters 2022,2022-07-08,Fireblade Artist,15,214,{B}{R},Creature — Human Shaman,common,0.02
Double Masters 2022,2022-07-08,Izzet Charm,11,230,{U}{R},Instant,common,0.13
Double Masters 2022,2022-07-08,Lyev Skyknight,8,246,{1}{W}{U},Creature — Human Knight,common,0.02
Double Masters 2022,2022-07-08,Qasali Pridemage,19,267,{G}{W},Creature — Cat Wizard,common,0.11
Double Masters 2022,2022-07-08,Terminate,19,284,{B}{R},Instant,uncommon,3.04
