Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Game Night: Free-for-All,2022-10-14,Joraga Visionary,1,100,{3}{G},Creature — Elf Wizard,common,0.07
Game Night: Free-for-All,2022-10-14,Llanowar Elves,27,101,{G},Creature — Elf Druid,common,0.32
Game Night: Free-for-All,2022-10-14,Rabid Bite,2,104,{1}{G},Sorcery,common,0.14
The Brothers' War Commander,2022-11-18,Abrade,22,111,{1}{R},Instant,uncommon,0.26
The Brothers' War,2022-11-18,Roc Hunter,1,150,{1}{R},Creature — Human Soldier,common,0.01
The Brothers' War,2022-11-18,Burrowing Razormaw,1,173,{2}{G},Creature — Beast,common,0.01
The Brothers' War Commander,2022-11-18,Evolving Wilds,28,184,,Land,common,0.14
The Brothers' War,2022-11-18,Evolving Wilds,28,261,,Land,common,0.08
30th Anniversary Edition,2022-11-28,Unsummon,2,86,{U},Instant,common,2.30
30th Anniversary Edition,2022-11-28,Llanowar Elves,27,206,{G},Creature — Elf Druid,common,6.32
Secret Lair Drop,2022-11-28,Bone Splinters,1,1037,{B},Sorcery,rare,1.20
Secret Lair Drop,2022-11-28,Fling,5,1038,{1}{R},Instant,rare,4.11
Jumpstart 2022,2022-12-02,Dragon Fodder,5,76,{1}{R},Sorcery,common,0.10
Jumpstart 2022,2022-12-02,Thrill of Possibility,7,84,{1}{R},Instant,common,0.18
Starter Commander Decks,2022-12-02,Murder,7,93,{1}{B}{B},Instant,common,0.06
Starter Commander Decks,2022-12-02,Spark Reaper,4,109,{2}{B},Creature — Zombie,common,0.04
Starter Commander Decks,2022-12-02,Abrade,22,122,{1}{R},Instant,uncommon,0.15
Jumpstart 2022,2022-12-02,Basri's Acolyte,8,154,{2}{W}{W},Creature — Cat Cleric,common,0.04
Jumpstart 2022,2022-12-02,Bring to Trial,1,160,{2}{W},Sorcery,common,0.04
Jumpstart 2022,2022-12-02,Divine Arrow,1,176,{1}{W},Instant,common,0.02
Starter Commander Decks,2022-12-02,Leafkin Druid,2,196,{1}{G},Creature — Elemental Druid,common,0.08
Jumpstart 2022,2022-12-02,Inspiring Overseer,21,200,{2}{W},Creature — Angel Cleric,common,0.18
Jumpstart 2022,2022-12-02,Light of Hope,1,209,{W},Instant,common,0.12
Starter Commander Decks,2022-12-02,Empyrean Eagle,3,226,{1}{W}{U},Creature — Bird Spirit,uncommon,0.18
Jumpstart 2022,2022-12-02,Valorous Steed,2,264,{4}{W},Creature — Unicorn,common,0.08
Starter Commander Decks,2022-12-02,Cinder Barrens,3,294,,Land,uncommon,0.08
Starter Commander Decks,2022-12-02,Meandering River,3,308,,Land,uncommon,0.05
Jumpstart 2022,2022-12-02,Leave in the Dust,1,313,{3}{U},Instant,common,0.06
Starter Commander Decks,2022-12-02,Submerged Boneyard,3,321,,Land,uncommon,0.10
Starter Commander Decks,2022-12-02,Timber Gorge,3,328,,Land,uncommon,0.06
Jumpstart 2022,2022-12-02,Octoprophet,2,329,{3}{U},Creature — Octopus,common,0.07
Starter Commander Decks,2022-12-02,Tranquil Expanse,3,330,,Land,uncommon,0.08
Jumpstart 2022,2022-12-02,Opt,16,332,{U},Instant,common,0.16
Jumpstart 2022,2022-12-02,Burglar Rat,1,384,{1}{B},Creature — Rat,common,0.27
Jumpstart 2022,2022-12-02,Dread Rider,1,404,{5}{B},Creature — Spirit Knight,common,0.13
Jumpstart 2022,2022-12-02,Epicure of Blood,6,411,{4}{B},Creature — Vampire,common,0.13
Jumpstart 2022,2022-12-02,Gorging Vulture,5,420,{2}{B},Creature — Bird,common,0.07
Jumpstart 2022,2022-12-02,Marauding Blight-Priest,8,439,{2}{B},Creature — Vampire Cleric,common,0.25
Jumpstart 2022,2022-12-02,Moment of Craving,5,444,{1}{B},Instant,common,0.03
Jumpstart 2022,2022-12-02,Spark Reaper,4,471,{2}{B},Creature — Zombie,common,0.09
Jumpstart 2022,2022-12-02,Axgard Cavalry,1,494,{1}{R},Creature — Dwarf Berserker,common,0.09
Jumpstart 2022,2022-12-02,Borderland Marauder,7,505,{1}{R},Creature — Human Warrior,common,0.04
Jumpstart 2022,2022-12-02,Chandra's Pyrohelix,2,514,{1}{R},Instant,common,0.09
Jumpstart 2022,2022-12-02,Hungry Flames,2,553,{2}{R},Instant,common,0.09
Jumpstart 2022,2022-12-02,Ripscale Predator,1,589,{4}{R}{R},Creature — Dinosaur,common,0.06
Jumpstart 2022,2022-12-02,Sparktongue Dragon,2,604,{3}{R}{R},Creature — Dragon,common,0.04
Jumpstart 2022,2022-12-02,Spellgorger Weird,9,605,{2}{R},Creature — Weird,common,0.08
Jumpstart 2022,2022-12-02,Weaselback Redcap,2,622,{R},Creature — Goblin Knight,common,0.07
Jumpstart 2022,2022-12-02,Adventurous Impulse,1,627,{G},Sorcery,common,0.06
Jumpstart 2022,2022-12-02,Bristling Boar,1,635,{3}{G},Creature — Boar,common,0.07
Jumpstart 2022,2022-12-02,Colossal Dreadmaw,3,640,{4}{G}{G},Creature — Dinosaur,common,0.07
Jumpstart 2022,2022-12-02,Drowsing Tyrannodon,4,648,{1}{G},Creature — Dinosaur,common,0.04
Jumpstart 2022,2022-12-02,Hunter's Edge,1,675,{3}{G},Sorcery,common,0.03
Jumpstart 2022,2022-12-02,Ilysian Caryatid,3,676,{1}{G},Creature — Plant,common,0.07
Jumpstart 2022,2022-12-02,Relentless Pursuit,1,718,{2}{G},Sorcery,common,0.04
Jumpstart 2022,2022-12-02,Scale the Heights,3,724,{2}{G},Sorcery,common,0.15
Jumpstart 2022,2022-12-02,Silverback Shaman,11,728,{3}{G}{G},Creature — Ape Shaman,common,0.16
Jumpstart 2022,2022-12-02,Campus Guide,2,758,{2},Artifact Creature — Golem,common,0.09
Jumpstart 2022,2022-12-02,Evolving Wilds,28,813,,Land,common,0.11
Secret Lair Drop,2022-12-02,Llanowar Elves,27,1129,{G},Creature — Elf Druid,rare,6.74
Secret Lair Drop,2022-12-05,Lightning Strike,17,724,{1}{R},Instant,rare,5.81
Dominaria Remastered,2023-01-13,Pacifism,11,19,{1}{W},Enchantment — Aura,common,0.02
Dominaria Remastered,2023-01-13,Impulse,14,56,{1}{U},Instant,common,0.06
Dominaria Remastered,2023-01-13,Phyrexian Rager,23,99,{2}{B},Creature — Phyrexian Horror,common,0.01
Phyrexia: All Will Be One Art Series,2023-02-03,Meldweb Curator // Meldweb Curator,1,16,,Card // Card,common,
Phyrexia: All Will Be One Art Series,2023-02-03,Testament Bearer // Testament Bearer,1,23,,Card // Card,common,
Phyrexia: All Will Be One Art Series,2023-02-03,Thrill of Possibility // Thrill of Possibility,7,36,,Card // Card,common,
Phyrexia: All Will Be One,2023-02-03,Meldweb Curator,1,59,{3}{U},Creature — Phyrexian Wizard,common,0.04
Phyrexia: All Will Be One,2023-02-03,Quicksilver Fisher,1,66,{3}{U}{U},Creature — Phyrexian Drake,common,0.01
Phyrexia: All Will Be One Art Series,2023-02-03,Quicksilver Fisher // Quicksilver Fisher,1,68,,Card // Card,common,
Phyrexia: All Will Be One,2023-02-03,Cruel Grimnarch,2,88,{5}{B},Creature — Phyrexian Cleric,common,0.02
Phyrexia: All Will Be One,2023-02-03,Testament Bearer,1,111,{3}{B},Creature — Phyrexian Warrior,common,0.02
Phyrexia: All Will Be One Commander,2023-02-03,Heroic Reinforcements,8,118,{2}{R}{W},Sorcery,uncommon,0.03
Phyrexia: All Will Be One,2023-02-03,Thrill of Possibility,7,151,{1}{R},Instant,common,0.06
Phyrexia: All Will Be One,2023-02-03,Titanic Growth,1,187,{1}{G},Instant,common,0.02
30th Anniversary History Promos,2023-03-21,Llanowar Elves,27,5,{G},Creature — Elf Druid,rare,
Shadows of the Past,2023-03-21,Traveler's Amulet,2,73,{1},Artifact,common,
Shadows of the Past,2023-03-21,Evolving Wilds,28,75,,Land,common,
Shadows over Innistrad Remastered,2023-03-21,Ghoulcaller's Accomplice,2,112,{1}{B},Creature — Human Rogue,common,
Shadows over Innistrad Remastered,2023-03-21,Macabre Waltz,3,121,{1}{B},Sorcery,common,
Shadows over Innistrad Remastered,2023-03-21,Sanitarium Skeleton,4,133,{B},Creature — Skeleton,common,
Shadows over Innistrad Remastered,2023-03-21,Rabid Bite,2,210,{1}{G},Sorcery,common,
Shadows over Innistrad Remastered,2023-03-21,Forsaken Sanctuary,3,266,,Land,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Foul Orchard,3,268,,Land,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Highland Lake,3,272,,Land,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Stone Quarry,3,274,,Land,uncommon,
Shadows over Innistrad Remastered,2023-03-21,Woodland Stream,3,276,,Land,uncommon,
March of the Machine,2023-04-21,Inspired Charge,2,19,{2}{W}{W},Instant,common,0.01
March of the Machine,2023-04-21,Skittering Surveyor,3,264,{3},Artifact Creature — Construct,common,0.02
March of the Machine Commander,2023-04-21,Phyrexian Rager,23,265,{2}{B},Creature — Phyrexian Horror,common,0.04
March of the Machine Commander,2023-04-21,Evolving Wilds,28,397,,Land,common,0.12
From Cute to Brute,2023-05-08,Evolving Wilds,28,70,,Land,common,0.15
Tales of Middle-earth Art Series,2023-06-23,Thrill of Possibility // Thrill of Possibility,7,71,,Card // Card,common,
Tales of Middle-earth Commander,2023-06-23,Opt,16,194,{U},Instant,common,0.17
Tales of Middle-earth Commander,2023-06-23,Thrill of Possibility,7,229,{1}{R},Instant,common,0.10
Tales of Middle-earth Commander,2023-06-23,Evolving Wilds,28,306,,Land,common,0.10
Tales of Middle-earth Commander,2023-06-23,Woodland Stream,3,347,,Land,common,0.09
The List,2023-06-23,Empyrean Eagle,3,1146,{1}{W}{U},Creature — Bird Spirit,uncommon,0.17
Commander Masters Art Series,2023-08-04,Dragon Fodder // Dragon Fodder,5,21,,Card // Card,common,
Commander Masters,2023-08-04,Cadaver Imp,6,141,{1}{B}{B},Creature — Imp,common,0.05
Commander Masters,2023-08-04,Supernatural Stamina,3,188,{B},Instant,common,0.06
Commander Masters,2023-08-04,Abrade,22,203,{1}{R},Instant,common,0.12
Commander Masters,2023-08-04,Dragon Fodder,5,217,{1}{R},Sorcery,common,0.06
Commander Masters,2023-08-04,Broken Wings,5,277,{2}{G},Instant,common,0.06
Commander Masters,2023-08-04,Ilysian Caryatid,3,297,{1}{G},Creature — Plant,common,0.08
Commander Masters,2023-08-04,Snakeskin Veil,19,323,{G},Instant,common,0.09
Resale Promos,2023-09-01,Llanowar Elves,27,1,{G},Creature — Elf Druid,rare,
Planeswalker Championship Promos,2023-09-01,Phyrexian Rager,23,2023-5,{2}{B},Creature — Phyrexian Horror,uncommon,
Wilds of Eldraine Art Series,2023-09-08,Into the Fae Court // Into the Fae Court,2,7,,Card // Card,common,
Wilds of Eldraine,2023-09-08,Moment of Valor,1,20,{2}{W},Instant,common,0.01
Wilds of Eldraine Art Series,2023-09-08,Verdant Outrider // Verdant Outrider,1,28,,Card // Card,common,
Wilds of Eldraine Art Series,2023-09-08,Evolving Wilds // Evolving Wilds,28,47,,Card // Card,common,
Wilds of Eldraine,2023-09-08,Into the Fae Court,2,57,{3}{U}{U},Sorcery,common,0.01
Wilds of Eldraine,2023-09-08,Misleading Motes,1,61,{3}{U},Instant,common,0.01
Wilds of Eldraine,2023-09-08,Quick Study,3,65,{2}{U},Instant,common,0.14
Wilds of Eldraine,2023-09-08,Sleight of Hand,3,67,{U},Sorcery,common,0.09
Wilds of Eldraine,2023-09-08,Stormkeld Prowler,1,71,{1}{U},Creature — Human Rogue,common,0.01
Wilds of Eldraine Commander,2023-09-08,Opt,16,101,{U},Instant,common,0.10
Wilds of Eldraine,2023-09-08,Rat Out,1,103,{B},Instant,common,0.03
Wilds of Eldraine,2023-09-08,Voracious Vermin,2,116,{2}{B},Creature — Rat,common,0.04
Wilds of Eldraine,2023-09-08,Edgewall Pack,1,126,{3}{R},Creature — Dog,common,0.01
Wilds of Eldraine,2023-09-08,Harried Spearguard,3,135,{R},Creature — Human Soldier,common,0.02
Wilds of Eldraine,2023-09-08,Rootrider Faun,2,182,{1}{G},Creature — Satyr Scout,common,0.02
Wilds of Eldraine,2023-09-08,Titanic Growth,1,191,{1}{G},Instant,common,0.02
Wilds of Eldraine,2023-09-08,Verdant Outrider,1,196,{2}{G},Creature — Human Knight,common,0.01
Wilds of Eldraine,2023-09-08,Scarecrow Guide,2,250,{2},Artifact Creature — Scarecrow,common,0.01
Wilds of Eldraine,2023-09-08,Evolving Wilds,28,256,,Land,common,0.08
The List,2023-09-08,Maraleaf Pixie,2,1280,{G}{U},Creature — Faerie,uncommon,0.20
Secret Lair Drop,2023-09-15,Abrade,22,1425,{1}{R},Instant,rare,15.00
